N (new),Era,Leg/Exp,Site,Hole,Latitude,Longitude,Water depth (m),CaCO3 (%),Oxygen (umol/L),Sed Rate (g/cm2/y),Code,Image Link,Filename,N,Label
2880,DSDP,29,284,*,-40.508,167.6802,1066,86.7,180.1446686,0.057434723,29-284-*,http://deepseadrilling.org/cores/leg029/284.1R.PDF,284.1R.PDF,416,0
1055,DSDP,30,285,*,-26.8193,175.804,4658,2.1,157.234787,0.026757699,30-285-*,http://deepseadrilling.org/cores/leg030/285.1R.PDF,285.1R.PDF,417,0
3217,DSDP,30,285,*,-26.8193,175.804,4658,2.1,157.234787,0.026757699,30-285-*,http://deepseadrilling.org/cores/leg030/285.1R.PDF,285.1R.PDF,418,0
137,DSDP,30,286,*,-16.532,166.3697,4465,6.1,156.9895325,0.036619943,30-286-*,http://deepseadrilling.org/cores/leg030/286.1R.PDF,286.1R.PDF,419,9
793,DSDP,30,287,*,-13.9112,153.2655,4632,12.9,182.8501129,0.050484881,30-287-*,http://deepseadrilling.org/cores/leg030/287.1R.PDF,287.1R.PDF,420,0
1029,DSDP,30,288,*,-5.9725,161.8255,3000,75.6,139.1663361,0.051634911,30-288-*,http://deepseadrilling.org/cores/leg030/288.1R.PDF,288.1R.PDF,421,0
2435,DSDP,30,288,*,-5.9725,161.8255,3000,75.6,139.1663361,0.051634911,30-288-*,http://deepseadrilling.org/cores/leg030/288.1R.PDF,288.1R.PDF,422,0
957,DSDP,30,288,*,-5.9725,161.8255,3000,75.6,139.1663361,0.051634911,30-288-*,http://deepseadrilling.org/cores/leg030/288.1R.PDF,288.1R.PDF,423,0
1361,DSDP,30,288,*,-5.9725,161.8255,3000,75.6,139.1663361,0.051634911,30-288-*,http://deepseadrilling.org/cores/leg030/288.1R.PDF,288.1R.PDF,424,0
868,DSDP,30,289,*,-0.4987,158.5115,2206,89.5,123.8274765,0.050859421,30-289-*,http://deepseadrilling.org/cores/leg030/289.1R.PDF,289.1R.PDF,425,0
2868,DSDP,31,290,*,17.7475,133.468,6062,,,0.038195539,31-290-*,,,426,
2357,DSDP,31,290,*,17.7475,133.468,6062,,,0.038195539,31-290-*,,,427,
2334,DSDP,31,291,*,12.8072,127.8308,5217,7,154.2258606,0.039099108,31-291-*,http://deepseadrilling.org/cores/leg031/291.1R.PDF,291.1R.PDF,428,9
139,DSDP,31,291,*,12.8072,127.8308,5217,7,154.2258606,0.039099108,31-291-*,http://deepseadrilling.org/cores/leg031/291.1R.PDF,291.1R.PDF,429,9
1666,DSDP,31,292,*,15.8185,124.6508,2943,15.9,138.5961761,0.063272983,31-292-*,http://deepseadrilling.org/cores/leg031/292.1R.PDF,292.1R.PDF,430,0
1413,DSDP,31,293,*,20.3542,124.0942,5599,,162.727356,0.053841989,31-293-*,,,431,
3698,DSDP,31,294,*,22.579,131.5355,5784,0.1,,0.040445961,31-294-*,http://deepseadrilling.org/cores/leg031/294.1R.PDF,294.1R.PDF,432,0
2263,DSDP,31,295,*,22.5627,131.3673,5808,,,0.040118523,31-295-*,,,433,
2571,DSDP,31,296,*,29.3402,133.5253,2920,25.5,143.3138428,0.061805572,31-296-*,http://deepseadrilling.org/cores/leg031/296.1R.PDF,296.1R.PDF,434,8356
2004,DSDP,31,297,*,30.8727,134.1648,4458,,157.1669006,0.082293868,31-297-*,,,435,
1175,DSDP,31,298,*,31.7155,133.6037,4628,,158.4051819,0.143374264,31-298-*,,,436,
281,DSDP,31,298,*,31.7155,133.6037,4628,,158.4051819,0.143374264,31-298-*,,,437,
1158,DSDP,31,299,*,39.4947,137.6618,2599,,212.5454559,0.096636437,31-299-*,http://deepseadrilling.org/cores/leg031/299.1R.PDF,299.1R.PDF,438,56
2131,DSDP,31,300,*,41.0493,136.105,3427,,223.7520294,0.090645969,31-300-*,,,439,
1011,DSDP,31,301,*,41.0625,134.0477,3520,,220.1199036,0.117055647,31-301-*,,,440,
3232,DSDP,31,302,*,40.3355,136.9002,2399,,214.976944,0.086116128,31-302-*,,,441,
2401,DSDP,32,303,*,40.8083,154.4512,5609,,,0.045970999,32-303-*,http://deepseadrilling.org/cores/leg032/303.1R.PDF,303.1R.PDF,442,9
1401,DSDP,32,303,*,40.8083,154.4512,5609,,,0.045970999,32-303-*,http://deepseadrilling.org/cores/leg032/303.1R.PDF,303.1R.PDF,443,9
2128,DSDP,32,304,*,39.3378,155.0698,5630,,,0.041162398,32-304-*,,,444,
3291,DSDP,32,305,*,32.0022,157.85,2903,67.9,127.7100906,0.038284693,32-305-*,http://deepseadrilling.org/cores/leg032/305.1R.PDF,305.1R.PDF,445,0
1115,DSDP,32,306,*,31.867,157.4785,3399,59.6,140.0670319,0.03810538,32-306-*,http://deepseadrilling.org/cores/leg032/306.1R.PDF,306.1R.PDF,446,0
166,DSDP,32,307,*,28.5877,161.0047,5696,1.1,,0.039751947,32-307-*,http://deepseadrilling.org/cores/leg032/307.1R.PDF,307.1R.PDF,447,0
3462,DSDP,32,308,*,34.9823,172.1497,1331,2,36.78371429,0.040400952,32-308-*,http://deepseadrilling.org/cores/leg032/308.1R.PDF,308.1R.PDF,448,0
2736,DSDP,32,309,*,34.9053,171.5612,1454,,38.60409546,0.039873682,32-309-*,,,449,
3501,DSDP,32,310,*,36.8685,176.9015,3516,66.6,141.0001373,0.035166502,32-310-*,http://deepseadrilling.org/cores/leg032/310.1R.PDF,310.1R.PDF,450,0
1107,DSDP,32,310,*,36.8685,176.9015,3516,66.6,141.0001373,0.035166502,32-310-*,http://deepseadrilling.org/cores/leg032/310.1R.PDF,310.1R.PDF,451,0
1142,DSDP,32,311,*,28.1243,179.7375,5775,6.9,,0.032147415,32-311-*,http://deepseadrilling.org/cores/leg032/311.1R.PDF,311.1R.PDF,452,0
486,DSDP,32,313,*,20.1753,-170.9525,3484,85.3,141.2062073,0.044953439,32-313-*,http://deepseadrilling.org/cores/leg032/313.1R.PDF,313.1R.PDF,453,0
2400,DSDP,33,314,*,15.9127,-168.4678,5214,,180.1341705,0.045812137,33-314-*,,,454,
3606,DSDP,33,315,*,4.171,-158.5257,4152,93.6,168.567627,0.044503301,33-315-*,http://deepseadrilling.org/cores/leg033/315.1R.PDF,315.1R.PDF,455,0
490,DSDP,33,315,*,4.171,-158.5257,4152,93.6,168.567627,0.044503301,33-315-*,http://deepseadrilling.org/cores/leg033/315.1R.PDF,315.1R.PDF,456,0
2670,DSDP,33,316,*,0.0907,-157.1285,4451,90.7,177.2223206,0.049122352,33-316-*,http://deepseadrilling.org/cores/leg033/316.1R.PDF,316.1R.PDF,457,0
2687,DSDP,33,317,*,-11.0015,-162.263,2598,96.2,144.9689941,0.036771465,33-317-*,http://deepseadrilling.org/cores/leg033/317.1R.PDF,317.1R.PDF,458,0
1121,DSDP,33,317,*,-11.0015,-162.263,2598,96.2,144.9689941,0.036771465,33-317-*,http://deepseadrilling.org/cores/leg033/317.1R.PDF,317.1R.PDF,459,0
2190,DSDP,33,317,*,-11.0015,-162.263,2598,96.2,144.9689941,0.036771465,33-317-*,http://deepseadrilling.org/cores/leg033/317.1R.PDF,317.1R.PDF,460,0
168,DSDP,33,318,*,-14.8272,-146.8585,2641,99.2,154.4576569,0.037132446,33-318-*,http://deepseadrilling.org/cores/leg033/318.1R.pdf,318.1R.pdf,461,0
3702,DSDP,34,319,*,-13.0173,-101.5243,4290,0.4,138.734848,0.017612407,34-319-*,http://deepseadrilling.org/cores/leg034/319.1R.PDF,319.1R.PDF,462,0
2522,DSDP,34,319,*,-13.0173,-101.5243,4290,0.4,138.734848,0.017612407,34-319-*,http://deepseadrilling.org/cores/leg034/319.1R.PDF,319.1R.PDF,463,0
123,DSDP,34,320,*,-9.0067,-83.53,4483,,146.3444977,0.02959566,34-320-*,,,464,
1912,DSDP,34,320,*,-9.0067,-83.53,4483,,146.3444977,0.02959566,34-320-*,,,465,
767,DSDP,34,320,*,-9.0067,-83.53,4483,,146.3444977,0.02959566,34-320-*,,,466,
1230,DSDP,34,321,*,-12.0215,-81.904,4817,0.9,157.2121277,0.028030617,34-321-*,http://deepseadrilling.org/cores/leg034/321.1R.PDF,321.1R.PDF,467,9
2315,DSDP,35,322,*,-60.0242,-79.4248,5026,,215.1083527,0.033477232,35-322-*,,,468,
518,DSDP,35,323,*,-63.6807,-97.9948,5004,,217.8341217,0.040196199,35-323-*,,,469,
933,DSDP,35,324,*,-69.0535,-98.7867,4433,,214.4086609,0.048467852,35-324-*,,,470,
3311,DSDP,35,325,*,-65.0465,-73.6733,3748,,214.8128815,0.048174284,35-325-*,,,471,
661,DSDP,36,326,*,-56.5833,-65.3033,3812,,207.3752136,0.073962733,36-326-*,,,472,
3166,DSDP,36,327,*,-50.8713,-46.7837,2400,0,200.588089,0.05307737,36-327-*,http://deepseadrilling.org/cores/leg036/327.1R.PDF,327.1R.PDF,473,0
2783,DSDP,36,327,*,-50.8713,-46.7837,2400,0,200.588089,0.05307737,36-327-*,http://deepseadrilling.org/cores/leg036/327.1R.PDF,327.1R.PDF,474,0
923,DSDP,36,328,*,-49.8112,-36.6588,5095,,232.3178253,0.051362447,36-328-*,http://deepseadrilling.org/cores/leg036/328.1R.pdf,328.1R.pdf,475,0
2432,DSDP,36,328,*,-49.8112,-36.6588,5095,,232.3178253,0.051362447,36-328-*,http://deepseadrilling.org/cores/leg036/328.1R.pdf,328.1R.pdf,476,0
1537,DSDP,36,328,*,-49.8112,-36.6588,5095,,232.3178253,0.051362447,36-328-*,http://deepseadrilling.org/cores/leg036/328.1R.pdf,328.1R.pdf,477,0
468,DSDP,36,329,*,-50.6552,-46.0955,1519,2.2,184.1709137,0.053101089,36-329-*,http://deepseadrilling.org/cores/leg036/329.1R.PDF,329.1R.PDF,478,0
1038,DSDP,36,330,*,-50.9198,-46.8833,2626,,203.8334045,0.053043138,36-330-*,,,479,
1198,DSDP,36,330,*,-50.9198,-46.8833,2626,,203.8334045,0.053043138,36-330-*,,,480,
2336,DSDP,36,331,*,-37.8833,-38.1153,5077,,226.2190552,0.045543332,36-331-*,,,481,
1974,DSDP,37,332,*,36.8787,-33.641,1818,90.7,262.3476868,0.055994272,37-332-*,http://deepseadrilling.org/cores/leg037/332.1R.PDF,332.1R.PDF,482,0
803,DSDP,37,332,*,36.8787,-33.641,1818,90.7,262.3476868,0.055994272,37-332-*,http://deepseadrilling.org/cores/leg037/332.1R.PDF,332.1R.PDF,483,0
1628,DSDP,37,332,*,36.8787,-33.641,1818,90.7,262.3476868,0.055994272,37-332-*,http://deepseadrilling.org/cores/leg037/332.1R.PDF,332.1R.PDF,484,0
3627,DSDP,37,332,*,36.8787,-33.641,1818,90.7,262.3476868,0.055994272,37-332-*,http://deepseadrilling.org/cores/leg037/332.1R.PDF,332.1R.PDF,485,0
890,DSDP,37,332,*,36.8787,-33.641,1818,90.7,262.3476868,0.055994272,37-332-*,http://deepseadrilling.org/cores/leg037/332.1R.PDF,332.1R.PDF,486,0
916,DSDP,37,333,*,36.8408,-33.6675,1666,,256.322052,0.055950753,37-333-*,http://deepseadrilling.org/cores/leg037/333.1R.PDF,333.1R.PDF,487,0
3731,DSDP,37,333,*,36.8408,-33.6675,1666,,256.322052,0.055950753,37-333-*,http://deepseadrilling.org/cores/leg037/333.1R.PDF,333.1R.PDF,488,9
3384,DSDP,37,334,*,37.0355,-34.4145,2619,89.7,266.9690552,0.056077011,37-334-*,http://deepseadrilling.org/cores/leg037/334.1R.PDF,334.1R.PDF,489,0
764,DSDP,37,335,*,37.2957,-35.1987,3188,,269.5119934,0.057032455,37-335-*,,,490,
3039,DSDP,38,336,*,63.351,-7.7878,811,6.8,293.8505249,0.057096183,38-336-*,http://deepseadrilling.org/cores/leg038/336.1R.PDF,336.1R.PDF,491,0
870,DSDP,38,337,*,64.8717,-5.3418,2631,27,300.7964478,0.058101356,38-337-*,http://deepseadrilling.org/cores/leg038/337.1R.PDF,337.1R.PDF,492,0
3160,DSDP,38,338,*,67.7852,5.3877,1297,2.6,299.8000793,0.055729315,38-338-*,http://deepseadrilling.org/cores/leg038/338.1R.PDF,338.1R.PDF,493,0
112,DSDP,38,339,*,67.2108,6.3175,1262,13.7,299.7288208,0.056501441,38-339-*,http://deepseadrilling.org/cores/leg038/339.1R.PDF,339.1R.PDF,494,0
424,DSDP,38,340,*,67.2078,6.3063,1206,21.2,299.8095703,0.056584012,38-340-*,http://deepseadrilling.org/cores/leg038/340.1R.PDF,340.1R.PDF,495,6
839,DSDP,38,341,*,67.335,6.1107,1439,5.4,298.9268799,0.056302715,38-341-*,http://deepseadrilling.org/cores/leg038/341.1R.PDF,341.1R.PDF,496,56
2327,DSDP,38,342,*,67.9507,4.9337,1303,10.3,299.6820374,0.055622879,38-342-*,http://deepseadrilling.org/cores/leg038/342.1R.PDF,342.1R.PDF,497,0
39,DSDP,38,343,*,68.7152,5.7622,3131,,299.5248413,0.055688471,38-343-*,http://deepseadrilling.org/cores/leg038/343.1R.PDF,343.1R.PDF,498,0
1549,DSDP,38,344,*,76.1497,7.8753,2156,,304.3102722,0.05416742,38-344-*,,,499,
2547,DSDP,38,345,*,69.8372,-1.2377,3195,17.4,299.2598267,0.055721954,38-345-*,http://deepseadrilling.org/cores/leg038/345.1R.PDF,345.1R.PDF,500,0
189,DSDP,38,346,*,69.8892,-8.6855,732,8,305.6542969,0.051175576,38-346-*,http://deepseadrilling.org/cores/leg038/346.1R.PDF,346.1R.PDF,501,0
1162,DSDP,38,347,*,69.8718,-8.6967,745,11.5,305.6542969,0.051281922,38-347-*,http://deepseadrilling.org/cores/leg038/347.1R.PDF,347.1R.PDF,502,0
2027,DSDP,38,348,*,68.503,-12.462,1763,38.8,297.5388184,0.050471894,38-348-*,http://deepseadrilling.org/cores/leg038/348.1R.PDF,348.1R.PDF,503,75
875,DSDP,38,349,*,69.2068,-8.0967,915,10.9,302.661377,0.052813269,38-349-*,http://deepseadrilling.org/cores/leg038/349.1R.PDF,349.1R.PDF,504,6
1285,DSDP,38,350,*,67.0557,-8.2947,1275,28.5,300.2432251,0.054857291,38-350-*,http://deepseadrilling.org/cores/leg038/350.1R.PDF,350.1R.PDF,505,0
1764,DSDP,38,352,*,63.6495,-12.471,990,16.5,262.199646,0.057566524,38-352-*,http://deepseadrilling.org/cores/leg038/352.1R.PDF,352.1R.PDF,506,9
271,DSDP,38,352,*,63.6495,-12.471,990,16.5,262.199646,0.057566524,38-352-*,http://deepseadrilling.org/cores/leg038/352.1R.PDF,352.1R.PDF,507,9
2181,DSDP,39,353,*,10.915,-44.0375,5165,,241.480957,0.052019894,39-353-*,,,508,
1145,DSDP,39,353,*,10.915,-44.0375,5165,,241.480957,0.052019894,39-353-*,,,509,
2038,DSDP,39,353,*,10.915,-44.0375,5165,,241.480957,0.052019894,39-353-*,,,510,
1010,DSDP,39,354,*,5.8992,-44.1963,4045,18.3,263.728241,0.065552786,39-354-*,http://deepseadrilling.org/cores/leg039/354.1R.PDF,354.1R.PDF,511,9
2317,DSDP,39,355,*,-15.7098,-30.6005,4901,,224.9372253,0.032356597,39-355-*,,,512,
722,DSDP,39,356,*,-28.287,-41.088,3175,,249.6197205,0.049065445,39-356-*,,,513,
2872,DSDP,39,356,*,-28.287,-41.088,3175,,249.6197205,0.049065445,39-356-*,,,514,
1457,DSDP,39,357,*,-30.0042,-35.5598,2086,88.9,224.7259827,0.040569533,39-357-*,http://deepseadrilling.org/cores/leg039/357.1R.PDF,357.1R.PDF,515,0
1665,DSDP,39,358,*,-37.6552,-35.9637,4962,,224.1174011,0.041242242,39-358-*,,,516,
2159,DSDP,39,359,*,-34.985,-4.4972,1655,94.5,192.2557068,0.037209298,39-359-*,http://deepseadrilling.org/cores/leg039/359.1R.PDF,359.1R.PDF,517,0
127,DSDP,39,359,*,-34.985,-4.4972,1655,94.5,192.2557068,0.037209298,39-359-*,http://deepseadrilling.org/cores/leg039/359.1R.PDF,359.1R.PDF,518,0
38,DSDP,40,360,*,-35.8458,18.0965,2949,,230.8388367,0.048676662,40-360-*,,,519,
953,DSDP,40,361,*,-35.0662,15.4485,4549,,218.7832031,0.043810021,40-361-*,,,520,
1033,DSDP,40,362,*,-19.7575,10.5325,1325,,181.0707092,0.055477422,40-362-*,,,521,
1920,DSDP,40,362,*,-19.7575,10.5325,1325,,181.0707092,0.055477422,40-362-*,,,522,
677,DSDP,40,363,*,-19.6458,9.0467,2248,,226.7067261,0.055439088,40-363-*,,,523,
3175,DSDP,40,364,*,-11.572,11.9717,2448,,229.0857239,0.059822306,40-364-*,,,524,
338,DSDP,40,365,*,-11.6517,11.8953,3018,,230.2369537,0.05985051,40-365-*,,,525,
3226,DSDP,41,366,*,5.678,-19.8513,2853,64.7,245.5643463,0.05350218,41-366-*,http://deepseadrilling.org/cores/leg041/366.1R.PDF,366.1R.PDF,526,0
2968,DSDP,41,366,*,5.678,-19.8513,2853,64.7,245.5643463,0.05350218,41-366-*,http://deepseadrilling.org/cores/leg041/366.1R.PDF,366.1R.PDF,527,0
1140,DSDP,41,367,*,12.4868,-20.0472,4748,21.5,237.8718414,0.06216697,41-367-*,http://deepseadrilling.org/cores/leg041/367.1R.PDF,367.1R.PDF,528,75
2018,DSDP,41,368,*,17.5072,-21.3538,3366,48.7,238.4215546,0.05995341,41-368-*,http://deepseadrilling.org/cores/leg041/368.1R.PDF,368.1R.PDF,529,0
1223,DSDP,41,369,*,26.5925,-14.9987,1752,59.8,216.2621155,0.063231498,41-369-*,http://deepseadrilling.org/cores/leg041/369.1R.PDF,369.1R.PDF,530,7
2118,DSDP,41,369,*,26.5925,-14.9987,1752,59.8,216.2621155,0.063231498,41-369-*,http://deepseadrilling.org/cores/leg041/369.1R.PDF,369.1R.PDF,531,75
3578,DSDP,41,370,*,32.8375,-10.776,4214,50.1,235.0241394,0.064981207,41-370-*,http://deepseadrilling.org/cores/leg041/370.1R.PDF,370.1R.PDF,532,0
522,DSDP,42,371,*,37.598,5.2592,2792,7,200.9577484,0.240182936,42-371-*,http://deepseadrilling.org/cores/leg042/371.1R.PDF,371.1R.PDF,533,0
249,DSDP,42,372,*,40.08,4.7965,2699,,198.8610992,0.239304543,42-372-*,,,534,
3532,DSDP,42,373,*,39.728,12.9927,3517,,196.5724487,0.261935711,42-373-*,,,535,
3023,DSDP,42,374,*,35.8478,18.1963,4078,,181.6845093,0.214286551,42-374-*,,,536,
3497,DSDP,42,375,*,34.7622,31.76,1900,,180.7023315,0.221275851,42-375-*,,,537,
768,DSDP,42,376,*,34.872,31.8075,2101,0,178.4522247,0.220928803,42-376-*,http://deepseadrilling.org/cores/leg042/376.1R.PDF,376.1R.PDF,538,0
3489,DSDP,42,377,*,35.1617,21.431,3718,,190.8596497,0.199098706,42-377-*,,,539,
2093,DSDP,42,378,*,35.9278,25.1162,1835,,183.6912079,0.237884209,42-378-*,,,540,
2829,DSDP,42,378,*,35.9278,25.1162,1835,,183.6912079,0.237884209,42-378-*,,,541,
3163,DSDP,42,379,*,43.005,36.0117,2165,,0,0.285640001,42-379-*,,,542,
3391,DSDP,42,379,*,43.005,36.0117,2165,,0,0.285640001,42-379-*,,,543,
2549,DSDP,42,379,*,43.005,36.0117,2165,,0,0.285640001,42-379-*,,,544,
3007,DSDP,42,380,*,42.099,29.6137,2107,,0,0.306171805,42-380-*,,,545,
2255,DSDP,42,380,*,42.099,29.6137,2107,,0,0.306171805,42-380-*,,,546,
1427,DSDP,42,381,*,41.6708,29.416,1728,9,0,0.310034484,42-381-*,http://deepseadrilling.org/cores/leg042/381.1R.PDF,381.1R.PDF,547,5
3105,DSDP,43,382,*,34.4173,-56.5375,5526,,254.1407776,0.064008936,43-382-*,,,548,
3619,DSDP,43,383,*,39.248,-53.353,5283,,262.3013916,0.065088093,43-383-*,,,549,
2010,DSDP,43,384,*,40.3608,-51.6633,3909,,270.1628723,0.078672215,43-384-*,,,550,
3625,DSDP,43,385,*,37.3695,-60.1575,4936,,267.2973938,0.063977689,43-385-*,,,551,
11,DSDP,43,386,*,31.1868,-64.249,4782,,260.0079346,0.067708693,43-386-*,,,552,
9,DSDP,43,387,*,32.32,-67.6667,5117,,257.7872314,0.066838466,43-387-*,,,553,
360,DSDP,44,388,*,35.5222,-69.396,4919,,261.6719971,0.064081408,44-388-*,,,554,
1273,DSDP,44,389,*,30.1423,-76.0928,2714,,269.0980225,0.078701898,44-389-*,,,555,
1353,DSDP,44,390,*,30.1423,-76.1123,2665,0.2,268.8835449,0.078701898,44-390-*,http://deepseadrilling.org/cores/leg044/390.1R.PDF,390.1R.PDF,556,0
1367,DSDP,44,390,*,30.1423,-76.1123,2665,0.2,268.8835449,0.078701898,44-390-*,http://deepseadrilling.org/cores/leg044/390.1R.PDF,390.1R.PDF,557,0
3254,DSDP,44,391,*,28.2288,-75.6127,4974,18.2,259.3103333,0.080099203,44-391-*,http://deepseadrilling.org/cores/leg044/391.1R.PDF,391.1R.PDF,558,9
2869,DSDP,44,391,*,28.2288,-75.6127,4974,18.2,259.3103333,0.080099203,44-391-*,http://deepseadrilling.org/cores/leg044/391.1R.PDF,391.1R.PDF,559,0
588,DSDP,44,391,*,28.2288,-75.6127,4974,18.2,259.3103333,0.080099203,44-391-*,http://deepseadrilling.org/cores/leg044/391.1R.PDF,391.1R.PDF,560,9
3766,DSDP,44,391,*,28.2288,-75.6127,4974,18.2,259.3103333,0.080099203,44-391-*,http://deepseadrilling.org/cores/leg044/391.1R.PDF,391.1R.PDF,561,0
1235,DSDP,44,392,*,29.9105,-76.178,2601,,268.8835449,0.081063367,44-392-*,,,562,
1290,DSDP,44,392,*,29.9105,-76.178,2601,,268.8835449,0.081063367,44-392-*,,,563,
3032,DSDP,44,393,*,28.1967,-75.599,4951,19.6,259.3103333,0.080490269,44-393-*,http://deepseadrilling.org/cores/leg044/393.1R.PDF,393.1R.PDF,564,0
874,DSDP,44,393,*,28.1967,-75.599,4951,19.6,259.3103333,0.080490269,44-393-*,http://deepseadrilling.org/cores/leg044/393.1R.PDF,393.1R.PDF,565,0
2808,DSDP,44,394,*,28.195,-75.596,4957,,259.3103333,0.080490269,44-394-*,,,566,
1452,DSDP,45,395,*,22.7558,-46.0817,4484,69,,0.04487088,45-395-*,http://deepseadrilling.org/cores/leg045/395.1R.PDF,395.1R.PDF,567,0
2433,DSDP,45,395,*,22.7558,-46.0817,4484,69,,0.04487088,45-395-*,http://deepseadrilling.org/cores/leg045/395.1R.PDF,395.1R.PDF,568,0
1111,DSDP,45,396,*,22.4813,-43.5158,4450,80.1,250.4928589,0.045963511,45-396-*,http://deepseadrilling.org/cores/leg045/396.1R.PDF,396.1R.PDF,569,0
3583,DSDP,47,397,*,26.845,-15.18,2900,44.9,228.8582306,0.063127711,47-397-*,http://deepseadrilling.org/cores/leg047/397.1R.PDF,397.1R.PDF,570,9
1769,DSDP,47,397,*,26.845,-15.18,2900,44.9,228.8582306,0.063127711,47-397-*,http://deepseadrilling.org/cores/leg047/397.1R.PDF,397.1R.PDF,571,9
664,DSDP,47,398,*,40.96,-10.7183,3910,,243.9074707,0.078472503,47-398-*,,,572,
1276,DSDP,47,398,*,40.96,-10.7183,3910,,243.9074707,0.078472503,47-398-*,,,573,
482,DSDP,47,398,*,40.96,-10.7183,3910,,243.9074707,0.078472503,47-398-*,,,574,
704,DSDP,47,398,*,40.96,-10.7183,3910,,243.9074707,0.078472503,47-398-*,,,575,
2568,DSDP,47,398,*,40.96,-10.7183,3910,,243.9074707,0.078472503,47-398-*,,,576,
776,DSDP,48,399,*,47.39,-9.2217,4399,51.6,240.6966095,0.083289035,48-399-*,http://deepseadrilling.org/cores/leg048/399.1R.PDF,399.1R.PDF,577,0
2126,DSDP,48,400,*,47.3817,-9.1983,4399,56.8,240.6966095,0.084453352,48-400-*,http://deepseadrilling.org/cores/leg048/400.1R.PDF,400.1R.PDF,578,0
3779,DSDP,48,400,*,47.3817,-9.1983,4399,56.8,240.6966095,0.084453352,48-400-*,http://deepseadrilling.org/cores/leg048/400.1R.PDF,400.1R.PDF,579,0
2726,DSDP,48,401,*,47.4275,-8.8103,2495,48.1,248.7915039,0.089067779,48-401-*,http://deepseadrilling.org/cores/leg048/401.1R.PDF,401.1R.PDF,580,7
90,DSDP,48,402,*,47.8747,-8.8407,2339,28.1,249.4990387,0.092641212,48-402-*,http://deepseadrilling.org/cores/leg048/402.1R.PDF,402.1R.PDF,581,0
2395,DSDP,48,402,*,47.8747,-8.8407,2339,28.1,249.4990387,0.092641212,48-402-*,http://deepseadrilling.org/cores/leg048/402.1R.PDF,402.1R.PDF,582,0
1250,DSDP,48,403,*,56.1385,-23.294,2301,69.7,272.27948,0.067533612,48-403-*,http://deepseadrilling.org/cores/leg048/403.1R.PDF,403.1R.PDF,583,0
635,DSDP,48,404,*,56.0522,-23.2492,2306,48.4,272.27948,0.067260712,48-404-*,http://deepseadrilling.org/cores/leg048/404.1R.PDF,404.1R.PDF,584,0
1337,DSDP,48,405,*,55.3363,-22.0582,2958,69.1,263.6567078,0.065462783,48-405-*,http://deepseadrilling.org/cores/leg048/405.1R.PDF,405.1R.PDF,585,0
3734,DSDP,48,406,*,55.2583,-22.0902,2907,25.9,263.6567078,0.065398403,48-406-*,http://deepseadrilling.org/cores/leg048/406.1R.PDF,406.1R.PDF,586,0
471,DSDP,49,407,*,63.9387,-30.576,2472,61,280.7206116,0.074522711,49-407-*,http://deepseadrilling.org/cores/leg049/407.1R.PDF,407.1R.PDF,587,0
2786,DSDP,49,408,*,63.3772,-28.9118,1624,24,283.8167725,0.072871678,49-408-*,http://deepseadrilling.org/cores/leg049/408.1R.PDF,408.1R.PDF,588,0
3737,DSDP,49,409,*,62.6163,-25.9528,832,,259.2103882,0.073438279,49-409-*,,,589,
3514,DSDP,49,410,*,45.5088,-29.476,2975,89.2,272.9507141,0.060610231,49-410-*,http://deepseadrilling.org/cores/leg049/410.1R.PDF,410.1R.PDF,590,7
2994,DSDP,49,410,*,45.5088,-29.476,2975,89.2,272.9507141,0.060610231,49-410-*,http://deepseadrilling.org/cores/leg049/410.1R.PDF,410.1R.PDF,591,0
1176,DSDP,49,411,*,36.7662,-33.3883,1935,,264.298645,0.05596168,49-411-*,,,592,
1424,DSDP,49,411,*,36.7662,-33.3883,1935,,264.298645,0.05596168,49-411-*,,,593,
2459,DSDP,49,412,*,36.5623,-33.166,2609,85.8,265.1885986,0.055999987,49-412-*,http://deepseadrilling.org/cores/leg049/412.1R.PDF,412.1R.PDF,594,7
1178,DSDP,49,412,*,36.5623,-33.166,2609,85.8,265.1885986,0.055999987,49-412-*,http://deepseadrilling.org/cores/leg049/412.1R.PDF,412.1R.PDF,595,7
663,DSDP,49,413,*,36.5432,-33.175,2598,,265.5375061,0.055999987,49-413-*,,,596,
935,DSDP,50,415,*,31.0287,-11.6518,2794,57.8,245.8125763,0.066675723,50-415-*,http://deepseadrilling.org/cores/leg050/415.1R.PDF,415.1R.PDF,597,0
1679,DSDP,50,415,*,31.0287,-11.6518,2794,57.8,245.8125763,0.066675723,50-415-*,http://deepseadrilling.org/cores/leg050/415.1R.PDF,415.1R.PDF,598,0
2987,DSDP,50,415,*,31.0287,-11.6518,2794,57.8,245.8125763,0.066675723,50-415-*,http://deepseadrilling.org/cores/leg050/415.1R.PDF,415.1R.PDF,599,0
3089,DSDP,50,416,*,32.8363,-10.801,4191,,237.92276,0.06471815,50-416-*,,,600,
371,DSDP,50,416,*,32.8363,-10.801,4191,,237.92276,0.06471815,50-416-*,,,601,
473,DSDP,51,417,*,25.1105,-68.0413,5468,1.3,252.9105682,0.07129696,51-417-*,http://deepseadrilling.org/cores/leg051/417.1R.PDF,417.1R.PDF,602,0
3047,DSDP,51,417,*,25.1105,-68.0413,5468,1.3,252.9105682,0.07129696,51-417-*,http://deepseadrilling.org/cores/leg051/417.1R.PDF,417.1R.PDF,603,0
