Top Depth CCSF (m),Exp,Site,Hole,Core,Type,Section,Top Offset (cm),Bottom Offset (cm),Bottom Depth CCSF (m),Thickness (cm),Label,N,N (new),SectionLabel
46.633,361,U1474,F,6,H,3,10.9,11.5,46.639,0.6,2,1256,227,U1474F_6H3
46.64,361,U1474,F,6,H,3,11.6,12.3,46.647,0.7,2,1257,187,U1474F_6H3
46.651,361,U1474,F,6,H,3,12.7,13.4,46.658,0.7,2,1258,778,U1474F_6H3
46.661,361,U1474,F,6,H,3,13.7,14.4,46.668,0.7,2,1259,1178,U1474F_6H3
46.669,361,U1474,F,6,H,3,14.5,15.6,46.68,1.1,2,1260,1176,U1474F_6H3
46.681,361,U1474,F,6,H,3,15.7,16.6,46.69,0.9,2,1261,350,U1474F_6H3
46.693,361,U1474,F,6,H,3,16.9,17.6,46.7,0.7,2,1262,821,U1474F_6H3
46.708,361,U1474,F,6,H,3,18.4,19,46.714,0.6,0,1263,344,U1474F_6H3
46.727,361,U1474,F,6,H,3,20.3,20.7,46.731,0.4,2,1264,915,U1474F_6H3
46.732,361,U1474,F,6,H,3,20.8,21.6,46.74,0.8,2,1265,418,U1474F_6H3
46.743,361,U1474,F,6,H,3,21.9,22.5,46.749,0.6,0,1266,890,U1474F_6H3
46.753,361,U1474,F,6,H,3,22.9,23.1,46.755,0.2,0,1267,27,U1474F_6H3
46.78,361,U1474,F,6,H,3,25.6,26.9,46.793,1.3,0,1268,701,U1474F_6H3
46.795,361,U1474,F,6,H,3,27.1,28.5,46.809,1.4,0,1269,918,U1474F_6H3
46.81,361,U1474,F,6,H,3,28.6,30.3,46.827,1.7,0,1270,1111,U1474F_6H3
46.86,361,U1474,F,6,H,3,33.6,35.1,46.875,1.5,2,1271,649,U1474F_6H3
46.876,361,U1474,F,6,H,3,35.2,35.7,46.881,0.5,2,1272,669,U1474F_6H3
46.882,361,U1474,F,6,H,3,35.8,37.3,46.897,1.5,1,1273,217,U1474F_6H3
46.898,361,U1474,F,6,H,3,37.4,37.6,46.9,0.2,2,1274,751,U1474F_6H3
46.916,361,U1474,F,6,H,3,39.2,41.1,46.935,1.9,2,1275,584,U1474F_6H3
46.949,361,U1474,F,6,H,3,42.5,42.8,46.952,0.3,2,1276,159,U1474F_6H3
46.953,361,U1474,F,6,H,3,42.9,43.9,46.963,1,2,1277,804,U1474F_6H3
46.964,361,U1474,F,6,H,3,44,44.5,46.969,0.5,1,1278,861,U1474F_6H3
46.97,361,U1474,F,6,H,3,44.6,44.8,46.972,0.2,0,1279,1087,U1474F_6H3
46.987,361,U1474,F,6,H,3,46.3,47.6,47,1.3,0,1280,647,U1474F_6H3
47.001,361,U1474,F,6,H,3,47.7,48.8,47.012,1.1,1,1281,940,U1474F_6H3
47.177,361,U1474,F,6,H,3,65.3,67.7,47.201,2.4,0,1282,880,U1474F_6H3
47.25,361,U1474,F,6,H,3,72.6,73.3,47.257,0.7,0,1283,876,U1474F_6H3
47.346,361,U1474,F,6,H,4,7.2,7.5,47.349,0.3,0,1284,554,U1474F_6H4
47.378,361,U1474,F,6,H,4,10.4,10.9,47.383,0.5,1,1285,1063,U1474F_6H4
47.385,361,U1474,F,6,H,4,11.1,12.8,47.402,1.7,4,1286,550,U1474F_6H4
47.404,361,U1474,F,6,H,4,13,15,47.424,2,3,1287,883,U1474F_6H4
47.433,361,U1474,F,6,H,4,15.9,17.6,47.45,1.7,3,1288,192,U1474F_6H4
47.545,361,U1474,F,6,H,4,27.1,27.9,47.553,0.8,0,1289,404,U1474F_6H4
47.562,361,U1474,F,6,H,4,28.8,30.5,47.579,1.7,0,1290,1204,U1474F_6H4
47.977,361,U1474,F,6,H,4,70.3,71.1,47.985,0.8,1,1291,191,U1474F_6H4
47.985,361,U1474,F,6,H,4,71.1,73.9,48.013,2.8,2,1292,916,U1474F_6H4
48.043,361,U1474,F,6,H,4,76.9,78.9,48.063,2,1,1293,727,U1474F_6H4
48.068,361,U1474,F,6,H,4,79.4,80.4,48.078,1,0,1294,363,U1474F_6H4
48.7,361,U1474,F,6,H,4,142.6,145.2,48.726,2.6,0,1295,24,U1474F_6H4
48.774,361,U1474,F,6,H,5,0,1.8,48.792,1.8,0,1296,797,U1474F_6H5
48.796,361,U1474,F,6,H,5,2.2,4.9,48.823,2.7,2,1297,676,U1474F_6H5
48.824,361,U1474,F,6,H,5,5,5.5,48.829,0.5,2,1298,453,U1474F_6H5
48.834,361,U1474,F,6,H,5,6,6.8,48.842,0.8,1,1299,235,U1474F_6H5
48.878,361,U1474,F,6,H,5,10.4,11.4,48.888,1,1,1300,68,U1474F_6H5
48.91,361,U1474,F,6,H,5,13.6,15.4,48.928,1.8,0,1301,709,U1474F_6H5
48.998,361,U1474,F,6,H,5,22.4,22.9,49.003,0.5,0,1302,261,U1474F_6H5
49.049,361,U1474,F,6,H,5,27.5,27.9,49.053,0.4,0,1303,662,U1474F_6H5
49.11,361,U1474,F,6,H,5,33.6,35,49.124,1.4,2,1304,1065,U1474F_6H5
49.125,361,U1474,F,6,H,5,35.1,35.9,49.133,0.8,1,1305,161,U1474F_6H5
49.141,361,U1474,F,6,H,5,36.7,38.3,49.157,1.6,1,1306,743,U1474F_6H5
49.159,361,U1474,F,6,H,5,38.5,39.5,49.169,1,1,1307,16,U1474F_6H5
49.192,361,U1474,F,6,H,5,41.8,43.4,49.208,1.6,1,1308,329,U1474F_6H5
49.214,361,U1474,F,6,H,5,44,45.2,49.226,1.2,2,1309,277,U1474F_6H5
49.227,361,U1474,F,6,H,5,45.3,46.9,49.243,1.6,2,1310,1108,U1474F_6H5
49.244,361,U1474,F,6,H,5,47,47.6,49.25,0.6,1,1311,423,U1474F_6H5
49.261,361,U1474,F,6,H,5,48.7,49.1,49.265,0.4,1,1312,840,U1474F_6H5
49.271,361,U1474,F,6,H,5,49.7,50.2,49.276,0.5,0,1313,313,U1474F_6H5
49.281,361,U1474,F,6,H,5,50.7,52,49.294,1.3,2,1314,1026,U1474F_6H5
49.296,361,U1474,F,6,H,5,52.2,52.9,49.303,0.7,2,1315,318,U1474F_6H5
49.319,361,U1474,F,6,H,5,54.5,55.8,49.332,1.3,2,1316,957,U1474F_6H5
49.335,361,U1474,F,6,H,5,56.1,57.7,49.351,1.6,1,1317,1263,U1474F_6H5
49.352,361,U1474,F,6,H,5,57.8,58.6,49.36,0.8,0,1318,869,U1474F_6H5
49.384,361,U1474,F,6,H,5,61,63.2,49.406,2.2,1,1319,336,U1474F_6H5
49.407,361,U1474,F,6,H,5,63.3,63.6,49.41,0.3,0,1320,1117,U1474F_6H5
49.411,361,U1474,F,6,H,5,63.7,65.9,49.433,2.2,1,1321,827,U1474F_6H5
49.443,361,U1474,F,6,H,5,66.9,68.4,49.458,1.5,1,1322,781,U1474F_6H5
49.459,361,U1474,F,6,H,5,68.5,70.1,49.475,1.6,0,1323,130,U1474F_6H5
49.476,361,U1474,F,6,H,5,70.2,70.7,49.481,0.5,0,1324,239,U1474F_6H5
49.484,361,U1474,F,6,H,5,71,73.2,49.506,2.2,1,1325,613,U1474F_6H5
49.507,361,U1474,F,6,H,5,73.3,73.6,49.51,0.3,1,1326,359,U1474F_6H5
49.512,361,U1474,F,6,H,5,73.8,74.2,49.516,0.4,1,1327,1096,U1474F_6H5
49.521,361,U1474,F,6,H,5,74.7,75.8,49.532,1.1,0,1328,189,U1474F_6H5
49.54,361,U1474,F,6,H,5,76.6,76.8,49.542,0.2,0,1329,994,U1474F_6H5
49.548,361,U1474,F,6,H,5,77.4,78.1,49.555,0.7,0,1330,866,U1474F_6H5
49.556,361,U1474,F,6,H,5,78.2,78.8,49.562,0.6,0,1331,976,U1474F_6H5
49.562,361,U1474,F,6,H,5,78.8,80.7,49.581,1.9,1,1332,845,U1474F_6H5
49.585,361,U1474,F,6,H,5,81.1,82.6,49.6,1.5,1,1333,246,U1474F_6H5
49.601,361,U1474,F,6,H,5,82.7,83.2,49.606,0.5,0,1334,1206,U1474F_6H5
49.606,361,U1474,F,6,H,5,83.2,83.6,49.61,0.4,2,1335,694,U1474F_6H5
49.611,361,U1474,F,6,H,5,83.7,84.8,49.622,1.1,1,1336,275,U1474F_6H5
49.624,361,U1474,F,6,H,5,85,87.3,49.647,2.3,0,1337,1018,U1474F_6H5
49.652,361,U1474,F,6,H,5,87.8,88.4,49.658,0.6,0,1338,492,U1474F_6H5
49.659,361,U1474,F,6,H,5,88.5,89.6,49.67,1.1,2,1339,967,U1474F_6H5
49.678,361,U1474,F,6,H,5,90.4,90.8,49.682,0.4,0,1340,1249,U1474F_6H5
49.747,361,U1474,F,6,H,5,97.3,99.2,49.766,1.9,0,1341,456,U1474F_6H5
49.774,361,U1474,F,6,H,5,100,101,49.784,1,2,1342,629,U1474F_6H5
49.792,361,U1474,F,6,H,5,101.8,102.9,49.803,1.1,2,1343,1067,U1474F_6H5
49.803,361,U1474,F,6,H,5,102.9,103.7,49.811,0.8,0,1344,1053,U1474F_6H5
49.816,361,U1474,F,6,H,5,104.2,105.3,49.827,1.1,2,1345,7,U1474F_6H5
49.869,361,U1474,F,6,H,5,109.5,110.5,49.879,1,2,1346,516,U1474F_6H5
49.88,361,U1474,F,6,H,5,110.6,110.9,49.883,0.3,1,1347,202,U1474F_6H5
49.897,361,U1474,F,6,H,5,112.3,112.8,49.902,0.5,1,1348,366,U1474F_6H5
49.903,361,U1474,F,6,H,5,112.9,113.1,49.905,0.2,2,1349,25,U1474F_6H5
49.908,361,U1474,F,6,H,5,113.4,113.7,49.911,0.3,1,1350,672,U1474F_6H5
49.912,361,U1474,F,6,H,5,113.8,114.2,49.916,0.4,1,1351,620,U1474F_6H5
49.931,361,U1474,F,6,H,5,115.7,116.8,49.942,1.1,0,1352,1329,U1474F_6H5
49.953,361,U1474,F,6,H,5,117.9,118.5,49.959,0.6,1,1353,909,U1474F_6H5
49.96,361,U1474,F,6,H,5,118.6,119.4,49.968,0.8,2,1354,425,U1474F_6H5
49.969,361,U1474,F,6,H,5,119.5,120,49.974,0.5,1,1355,1213,U1474F_6H5
50.042,361,U1474,F,6,H,5,126.8,127.6,50.05,0.8,0,1356,848,U1474F_6H5
