Top Depth CCSF (m),Exp,Site,Hole,Core,Type,Section,Top Offset (cm),Bottom Offset (cm),Bottom Depth CCSF (m),Thickness (cm),Label,N,N (new),SectionLabel
14.733,361,U1474,F,3,H,2,79.2,80.5,14.746,1.3,3,976,1082,U1474F_3H2
23.248,361,U1474,F,4,H,1,74.4,75.8,23.262,1.4,0,977,645,U1474F_4H1
23.267,361,U1474,F,4,H,1,76.3,77,23.274,0.7,1,978,536,U1474F_4H1
23.276,361,U1474,F,4,H,1,77.2,77.5,23.279,0.3,1,979,1023,U1474F_4H1
23.28,361,U1474,F,4,H,1,77.6,78,23.284,0.4,0,980,1,U1474F_4H1
23.316,361,U1474,F,4,H,1,81.2,82.1,23.325,0.9,1,981,1058,U1474F_4H1
23.354,361,U1474,F,4,H,1,85,86.3,23.367,1.3,1,982,1223,U1474F_4H1
23.367,361,U1474,F,4,H,1,86.3,87.1,23.375,0.8,0,983,1299,U1474F_4H1
23.437,361,U1474,F,4,H,1,93.3,93.6,23.44,0.3,0,984,1168,U1474F_4H1
23.447,361,U1474,F,4,H,1,94.3,96.5,23.469,2.2,4,985,1007,U1474F_4H1
23.491,361,U1474,F,4,H,1,98.7,99.1,23.495,0.4,1,986,572,U1474F_4H1
23.507,361,U1474,F,4,H,1,100.3,101.7,23.521,1.4,2,987,470,U1474F_4H1
23.541,361,U1474,F,4,H,1,103.7,104.7,23.551,1,2,988,623,U1474F_4H1
23.58,361,U1474,F,4,H,1,107.6,108.3,23.587,0.7,1,989,126,U1474F_4H1
23.693,361,U1474,F,4,H,1,118.9,119.6,23.7,0.7,0,990,1162,U1474F_4H1
23.728,361,U1474,F,4,H,1,122.4,123.7,23.741,1.3,0,991,685,U1474F_4H1
23.742,361,U1474,F,4,H,1,123.8,126.2,23.766,2.4,1,992,996,U1474F_4H1
23.773,361,U1474,F,4,H,1,126.9,128.4,23.788,1.5,3,993,847,U1474F_4H1
23.804,361,U1474,F,4,H,1,130,130.4,23.808,0.4,2,994,287,U1474F_4H1
23.821,361,U1474,F,4,H,1,131.7,132.3,23.827,0.6,0,995,410,U1474F_4H1
23.881,361,U1474,F,4,H,1,137.7,138.6,23.89,0.9,0,996,223,U1474F_4H1
23.892,361,U1474,F,4,H,1,138.8,139.2,23.896,0.4,1,997,1028,U1474F_4H1
23.904,361,U1474,F,4,H,1,140,140.4,23.908,0.4,3,998,1106,U1474F_4H1
23.909,361,U1474,F,4,H,1,140.5,141.3,23.917,0.8,3,999,56,U1474F_4H1
23.954,361,U1474,F,4,H,1,145,147.4,23.978,2.4,1,1000,249,U1474F_4H1
23.98,361,U1474,F,4,H,1,147.6,148,23.984,0.4,0,1001,1002,U1474F_4H1
23.987,361,U1474,F,4,H,1,-1.7,0.8,24.012,2.5,0,1002,1259,U1474F_4H1
24.013,361,U1474,F,4,H,2,0.9,2.1,24.025,1.2,2,1003,434,U1474F_4H2
24.055,361,U1474,F,4,H,2,5.1,5.8,24.062,0.7,0,1004,902,U1474F_4H2
24.117,361,U1474,F,4,H,2,11.3,11.6,24.12,0.3,1,1005,864,U1474F_4H2
24.12,361,U1474,F,4,H,2,11.6,12,24.124,0.4,1,1006,908,U1474F_4H2
24.221,361,U1474,F,4,H,2,21.7,22.2,24.226,0.5,0,1007,411,U1474F_4H2
25.29,361,U1474,F,4,H,2,128.6,129.4,25.298,0.8,0,1008,60,U1474F_4H2
25.494,361,U1474,F,4,H,2,149,149.2,25.496,0.2,0,1009,817,U1474F_4H2
26.743,361,U1474,F,4,H,3,123.9,124.6,26.75,0.7,1,1010,424,U1474F_4H3
26.751,361,U1474,F,4,H,3,124.7,127,26.774,2.3,1,1011,622,U1474F_4H3
26.855,361,U1474,F,4,H,3,135.1,135.8,26.862,0.7,0,1012,1027,U1474F_4H3
26.906,361,U1474,F,4,H,3,140.2,143.8,26.942,3.6,0,1013,576,U1474F_4H3
27.079,361,U1474,F,4,H,4,7.5,8.5,27.089,1,0,1014,15,U1474F_4H4
27.111,361,U1474,F,4,H,4,10.7,12.2,27.126,1.5,3,1015,950,U1474F_4H4
27.127,361,U1474,F,4,H,4,12.3,12.8,27.132,0.5,2,1016,297,U1474F_4H4
27.133,361,U1474,F,4,H,4,12.9,14.8,27.152,1.9,3,1017,757,U1474F_4H4
27.154,361,U1474,F,4,H,4,15,16,27.164,1,3,1018,20,U1474F_4H4
27.183,361,U1474,F,4,H,4,17.9,20.3,27.207,2.4,1,1019,295,U1474F_4H4
27.209,361,U1474,F,4,H,4,20.5,21.1,27.215,0.6,0,1020,120,U1474F_4H4
27.216,361,U1474,F,4,H,4,21.2,22,27.224,0.8,0,1021,402,U1474F_4H4
27.274,361,U1474,F,4,H,4,27,28.6,27.29,1.6,2,1022,556,U1474F_4H4
27.291,361,U1474,F,4,H,4,28.7,30.1,27.305,1.4,2,1023,1098,U1474F_4H4
27.316,361,U1474,F,4,H,4,31.2,33.2,27.336,2,0,1024,1218,U1474F_4H4
27.379,361,U1474,F,4,H,4,37.5,39.5,27.399,2,2,1025,865,U1474F_4H4
27.483,361,U1474,F,4,H,4,47.9,48.4,27.488,0.5,2,1026,1348,U1474F_4H4
27.489,361,U1474,F,4,H,4,48.5,49.5,27.499,1,0,1027,586,U1474F_4H4
27.508,361,U1474,F,4,H,4,50.4,51.9,27.523,1.5,3,1028,54,U1474F_4H4
27.528,361,U1474,F,4,H,4,52.4,53.1,27.535,0.7,1,1029,731,U1474F_4H4
27.669,361,U1474,F,4,H,4,66.5,67.7,27.681,1.2,3,1030,1150,U1474F_4H4
27.9,361,U1474,F,4,H,4,89.6,90.2,27.906,0.6,1,1031,181,U1474F_4H4
27.939,361,U1474,F,4,H,4,93.5,94.6,27.95,1.1,3,1032,204,U1474F_4H4
28.033,361,U1474,F,4,H,4,102.9,104.5,28.049,1.6,4,1033,1319,U1474F_4H4
28.096,361,U1474,F,4,H,4,109.2,110.3,28.107,1.1,0,1034,1166,U1474F_4H4
28.14,361,U1474,F,4,H,4,113.6,114.8,28.152,1.2,0,1035,958,U1474F_4H4
28.158,361,U1474,F,4,H,4,115.4,117.5,28.179,2.1,4,1036,729,U1474F_4H4
28.183,361,U1474,F,4,H,4,117.9,119,28.194,1.1,4,1037,1072,U1474F_4H4
28.195,361,U1474,F,4,H,4,119.1,119.3,28.197,0.2,2,1038,1274,U1474F_4H4
28.198,361,U1474,F,4,H,4,119.4,120.2,28.206,0.8,2,1039,815,U1474F_4H4
28.207,361,U1474,F,4,H,4,120.3,120.6,28.21,0.3,2,1040,1055,U1474F_4H4
28.235,361,U1474,F,4,H,4,123.1,123.9,28.243,0.8,1,1041,1233,U1474F_4H4
28.28,361,U1474,F,4,H,4,127.6,128.9,28.293,1.3,2,1042,651,U1474F_4H4
28.3,361,U1474,F,4,H,4,129.6,129.9,28.303,0.3,2,1043,373,U1474F_4H4
28.303,361,U1474,F,4,H,4,129.9,130.3,28.307,0.4,2,1044,849,U1474F_4H4
28.308,361,U1474,F,4,H,4,130.4,131.3,28.317,0.9,2,1045,1177,U1474F_4H4
28.487,361,U1474,F,4,H,4,148.3,148.5,28.489,0.2,0,1046,485,U1474F_4H4
28.49,361,U1474,F,4,H,4,148.6,148.9,28.493,0.3,0,1047,379,U1474F_4H4
28.527,361,U1474,F,4,H,5,2.3,2.5,28.529,0.2,3,1048,713,U1474F_4H5
28.911,361,U1474,F,4,H,5,40.7,41.5,28.919,0.8,0,1049,1009,U1474F_4H5
28.92,361,U1474,F,4,H,5,41.6,42.5,28.929,0.9,0,1050,885,U1474F_4H5
28.947,361,U1474,F,4,H,5,44.3,45.4,28.958,1.1,0,1051,975,U1474F_4H5
28.959,361,U1474,F,4,H,5,45.5,48.6,28.99,3.1,1,1052,524,U1474F_4H5
29.165,361,U1474,F,4,H,5,66.1,67,29.174,0.9,1,1053,654,U1474F_4H5
29.208,361,U1474,F,4,H,5,70.4,71.5,29.219,1.1,1,1054,30,U1474F_4H5
29.226,361,U1474,F,4,H,5,72.2,73.2,29.236,1,3,1055,767,U1474F_4H5
29.236,361,U1474,F,4,H,5,73.2,73.5,29.239,0.3,1,1056,775,U1474F_4H5
29.24,361,U1474,F,4,H,5,73.6,74.6,29.25,1,2,1057,593,U1474F_4H5
29.251,361,U1474,F,4,H,5,74.7,75.6,29.26,0.9,2,1058,1202,U1474F_4H5
29.261,361,U1474,F,4,H,5,75.7,76.1,29.265,0.4,3,1059,282,U1474F_4H5
29.278,361,U1474,F,4,H,5,77.4,78,29.284,0.6,0,1060,567,U1474F_4H5
29.545,361,U1474,F,4,H,5,101.5,104.8,29.552,3.3,2,1061,244,U1474F_4H5
29.653,361,U1474,F,4,H,5,114.9,115.6,29.66,0.7,1,1062,176,U1474F_4H5
29.663,361,U1474,F,4,H,5,115.9,116.3,29.667,0.4,1,1063,335,U1474F_4H5
29.668,361,U1474,F,4,H,5,116.4,118.2,29.686,1.8,2,1064,124,U1474F_4H5
29.688,361,U1474,F,4,H,5,118.4,119.6,29.7,1.2,0,1065,887,U1474F_4H5
29.882,361,U1474,F,4,H,5,137.8,140.1,29.905,2.3,0,1066,112,U1474F_4H5
30.075,361,U1474,F,4,H,6,7.1,9.3,30.097,2.2,2,1067,208,U1474F_4H6
30.106,361,U1474,F,4,H,6,10.2,11,30.114,0.8,1,1068,617,U1474F_4H6
30.133,361,U1474,F,4,H,6,12.9,13.9,30.143,1,1,1069,1293,U1474F_4H6
30.144,361,U1474,F,4,H,6,14,16.6,30.17,2.6,3,1070,879,U1474F_4H6
30.171,361,U1474,F,4,H,6,16.7,17.5,30.179,0.8,1,1071,90,U1474F_4H6
30.203,361,U1474,F,4,H,6,19.9,20.5,30.209,0.6,1,1072,1262,U1474F_4H6
30.804,361,U1474,F,4,H,6,80,80.5,30.809,0.5,3,1073,974,U1474F_4H6
30.81,361,U1474,F,4,H,6,80.6,83.4,30.838,2.8,4,1074,699,U1474F_4H6
30.863,361,U1474,F,4,H,6,85.9,87.7,30.881,1.8,3,1075,17,U1474F_4H6
30.884,361,U1474,F,4,H,6,88,88.6,30.89,0.6,2,1076,315,U1474F_4H6
30.891,361,U1474,F,4,H,6,88.7,90.7,30.911,2,2,1077,1228,U1474F_4H6
30.927,361,U1474,F,4,H,6,92.3,94.7,30.951,2.4,2,1078,92,U1474F_4H6
30.957,361,U1474,F,4,H,6,95.3,96.2,30.966,0.9,0,1079,1304,U1474F_4H6
30.967,361,U1474,F,4,H,6,96.3,97.6,30.98,1.3,1,1080,1135,U1474F_4H6
31.035,361,U1474,F,4,H,6,103.1,104.4,31.048,1.3,2,1081,1070,U1474F_4H6
31.053,361,U1474,F,4,H,6,104.9,106.1,31.065,1.2,1,1082,62,U1474F_4H6
31.112,361,U1474,F,4,H,6,110.8,113,31.134,2.2,2,1083,419,U1474F_4H6
31.147,361,U1474,F,4,H,6,114.3,114.7,31.151,0.4,0,1084,355,U1474F_4H6
31.155,361,U1474,F,4,H,6,115.1,115.7,31.161,0.6,1,1085,785,U1474F_4H6
31.227,361,U1474,F,4,H,6,122.3,123.2,31.236,0.9,4,1086,747,U1474F_4H6
31.239,361,U1474,F,4,H,6,123.5,124.2,31.246,0.7,1,1087,63,U1474F_4H6
31.247,361,U1474,F,4,H,6,124.3,126,31.264,1.7,2,1088,214,U1474F_4H6
31.272,361,U1474,F,4,H,6,126.8,127.3,31.277,0.5,0,1089,319,U1474F_4H6
31.281,361,U1474,F,4,H,6,127.7,128.7,31.291,1,0,1090,84,U1474F_4H6
31.315,361,U1474,F,4,H,6,131.1,131.9,31.323,0.8,3,1091,1334,U1474F_4H6
31.324,361,U1474,F,4,H,6,132,132.6,31.33,0.6,2,1092,1147,U1474F_4H6
31.38,361,U1474,F,4,H,6,137.6,139.1,31.395,1.5,3,1093,281,U1474F_4H6
32.941,361,U1474,F,5,H,1,7.7,8.3,32.947,0.6,0,1094,1142,U1474F_5H1
32.953,361,U1474,F,5,H,1,8.9,10,32.964,1.1,0,1095,486,U1474F_5H1
33.028,361,U1474,F,5,H,1,16.4,17.1,33.035,0.7,0,1096,1033,U1474F_5H1
33.053,361,U1474,F,5,H,1,18.9,21.5,33.079,2.6,0,1097,860,U1474F_5H1
33.084,361,U1474,F,5,H,1,22,22.3,33.087,0.3,0,1098,985,U1474F_5H1
33.303,361,U1474,F,5,H,1,43.9,45.2,33.316,1.3,0,1099,31,U1474F_5H1
33.751,361,U1474,F,5,H,1,88.7,94.9,33.813,6.2,0,1100,503,U1474F_5H1
33.976,361,U1474,F,5,H,1,111.2,111.6,33.98,0.4,0,1101,596,U1474F_5H1
33.98,361,U1474,F,5,H,1,111.6,113,33.994,1.4,3,1102,46,U1474F_5H1
35.082,361,U1474,F,5,H,2,71.8,73.2,35.096,1.4,3,1103,851,U1474F_5H2
35.151,361,U1474,F,5,H,2,78.7,79,35.154,0.3,4,1104,40,U1474F_5H2
35.155,361,U1474,F,5,H,2,79.1,80.1,35.165,1,3,1105,300,U1474F_5H2
35.193,361,U1474,F,5,H,2,82.9,84.4,35.208,1.5,2,1106,170,U1474F_5H2
35.209,361,U1474,F,5,H,2,84.5,85.3,35.217,0.8,3,1107,291,U1474F_5H2
35.222,361,U1474,F,5,H,2,85.8,88.9,35.253,3.1,4,1108,1159,U1474F_5H2
35.255,361,U1474,F,5,H,2,89.1,89.6,35.26,0.5,2,1109,454,U1474F_5H2
35.261,361,U1474,F,5,H,2,89.7,89.8,35.262,0.1,1,1110,927,U1474F_5H2
35.299,361,U1474,F,5,H,2,93.5,94.5,35.309,1,3,1111,886,U1474F_5H2
35.348,361,U1474,F,5,H,2,98.4,99.1,35.355,0.7,2,1112,384,U1474F_5H2
35.382,361,U1474,F,5,H,2,101.8,102.9,35.393,1.1,2,1113,811,U1474F_5H2
35.486,361,U1474,F,5,H,2,112.2,112.6,35.49,0.4,1,1114,712,U1474F_5H2
35.613,361,U1474,F,5,H,2,124.9,125.2,35.616,0.3,3,1115,1052,U1474F_5H2
35.617,361,U1474,F,5,H,2,125.3,127.1,35.635,1.8,3,1116,152,U1474F_5H2
35.641,361,U1474,F,5,H,2,127.7,132.3,35.687,4.6,0,1117,0,U1474F_5H2
36.022,361,U1474,F,5,H,3,15.8,17.1,36.035,1.3,4,1118,534,U1474F_5H3
36.036,361,U1474,F,5,H,3,17.2,17.9,36.043,0.7,0,1119,1109,U1474F_5H3
36.09,361,U1474,F,5,H,3,22.6,25,36.114,2.4,3,1120,825,U1474F_5H3
36.165,361,U1474,F,5,H,3,30.1,30.5,36.169,0.4,0,1121,1286,U1474F_5H3
36.18,361,U1474,F,5,H,3,31.6,32.8,36.192,1.2,2,1122,1089,U1474F_5H3
36.193,361,U1474,F,5,H,3,32.9,33.4,36.198,0.5,0,1123,835,U1474F_5H3
36.199,361,U1474,F,5,H,3,33.5,34.1,36.205,0.6,1,1124,717,U1474F_5H3
36.239,361,U1474,F,5,H,3,37.5,37.9,36.243,0.4,1,1125,133,U1474F_5H3
36.294,361,U1474,F,5,H,3,43,44.2,36.306,1.2,0,1126,971,U1474F_5H3
36.314,361,U1474,F,5,H,3,45,45.5,36.319,0.5,0,1127,354,U1474F_5H3
36.325,361,U1474,F,5,H,3,46.1,48.2,36.346,2.1,0,1128,367,U1474F_5H3
36.402,361,U1474,F,5,H,3,53.8,54.4,36.408,0.6,0,1129,570,U1474F_5H3
36.499,361,U1474,F,5,H,3,63.5,65.8,36.522,2.3,2,1130,652,U1474F_5H3
36.525,361,U1474,F,5,H,3,66.1,67.1,36.535,1,0,1131,670,U1474F_5H3
36.718,361,U1474,F,5,H,3,85.4,85.9,36.723,0.5,2,1132,303,U1474F_5H3
36.724,361,U1474,F,5,H,3,86,87.2,36.736,1.2,3,1133,388,U1474F_5H3
36.767,361,U1474,F,5,H,3,90.3,92.7,36.791,2.4,4,1134,538,U1474F_5H3
36.792,361,U1474,F,5,H,3,92.8,94.2,36.806,1.4,3,1135,484,U1474F_5H3
36.817,361,U1474,F,5,H,3,95.3,97.5,36.839,2.2,3,1136,1123,U1474F_5H3
36.855,361,U1474,F,5,H,3,99.1,99.5,36.859,0.4,3,1137,733,U1474F_5H3
36.86,361,U1474,F,5,H,3,99.6,101.2,36.876,1.6,3,1138,786,U1474F_5H3
36.897,361,U1474,F,5,H,3,103.3,105,36.914,1.7,2,1139,1051,U1474F_5H3
36.957,361,U1474,F,5,H,3,109.3,110.4,36.968,1.1,2,1140,78,U1474F_5H3
36.971,361,U1474,F,5,H,3,110.7,110.9,36.973,0.2,2,1141,61,U1474F_5H3
36.974,361,U1474,F,5,H,3,111,111.3,36.977,0.3,2,1142,1116,U1474F_5H3
36.978,361,U1474,F,5,H,3,111.4,112.6,36.99,1.2,2,1143,929,U1474F_5H3
37.028,361,U1474,F,5,H,3,116.4,116.9,37.033,0.5,2,1144,1211,U1474F_5H3
37.034,361,U1474,F,5,H,3,117,117.9,37.043,0.9,2,1145,836,U1474F_5H3
37.053,361,U1474,F,5,H,3,118.9,120.4,37.068,1.5,2,1146,1270,U1474F_5H3
37.094,361,U1474,F,5,H,3,123,123.2,37.096,0.2,2,1147,508,U1474F_5H3
37.097,361,U1474,F,5,H,3,123.3,123.8,37.102,0.5,1,1148,794,U1474F_5H3
37.103,361,U1474,F,5,H,3,123.9,125.3,37.117,1.4,2,1149,760,U1474F_5H3
37.118,361,U1474,F,5,H,3,125.4,125.6,37.12,0.2,0,1150,755,U1474F_5H3
37.142,361,U1474,F,5,H,3,127.8,129.7,37.161,1.9,3,1151,1104,U1474F_5H3
37.167,361,U1474,F,5,H,3,130.3,132.2,37.186,1.9,2,1152,125,U1474F_5H3
37.195,361,U1474,F,5,H,3,133.1,134,37.204,0.9,2,1153,1161,U1474F_5H3
37.205,361,U1474,F,5,H,3,134.1,135.7,37.221,1.6,2,1154,197,U1474F_5H3
37.237,361,U1474,F,5,H,3,137.3,138.1,37.245,0.8,2,1155,376,U1474F_5H3
37.245,361,U1474,F,5,H,3,138.1,140,37.264,1.9,2,1156,155,U1474F_5H3
37.28,361,U1474,F,5,H,3,141.6,143.1,37.295,1.5,1,1157,115,U1474F_5H3
37.336,361,U1474,F,5,H,3,147.2,148.4,37.348,1.2,2,1158,305,U1474F_5H3
37.349,361,U1474,F,5,H,3,-1.4,0.6,37.369,2,3,1159,704,U1474F_5H3
37.37,361,U1474,F,5,H,4,0.6,1,37.374,0.4,3,1160,73,U1474F_5H4
37.378,361,U1474,F,5,H,4,1.4,2.5,37.389,1.1,0,1161,753,U1474F_5H4
37.4,361,U1474,F,5,H,4,3.6,5.4,37.418,1.8,0,1162,673,U1474F_5H4
37.572,361,U1474,F,5,H,4,20.8,21.6,37.58,0.8,1,1163,160,U1474F_5H4
37.581,361,U1474,F,5,H,4,21.7,23.8,37.602,2.1,1,1164,744,U1474F_5H4
37.603,361,U1474,F,5,H,4,23.9,25.4,37.618,1.5,1,1165,1273,U1474F_5H4
37.639,361,U1474,F,5,H,4,27.5,28.4,37.648,0.9,2,1166,1115,U1474F_5H4
37.662,361,U1474,F,5,H,4,29.8,31.4,37.678,1.6,1,1167,987,U1474F_5H4
38.256,361,U1474,F,5,H,4,89.2,90.2,38.266,1,4,1168,839,U1474F_5H4
38.435,361,U1474,F,5,H,4,107.1,108.2,38.446,1.1,2,1169,723,U1474F_5H4
38.446,361,U1474,F,5,H,4,108.2,108.6,38.45,0.4,2,1170,288,U1474F_5H4
38.451,361,U1474,F,5,H,4,108.7,110.5,38.469,1.8,3,1171,689,U1474F_5H4
38.488,361,U1474,F,5,H,4,112.4,112.9,38.493,0.5,0,1172,982,U1474F_5H4
39.028,361,U1474,F,5,H,5,16.4,18.7,39.051,2.3,3,1173,1131,U1474F_5H5
39.155,361,U1474,F,5,H,5,29.1,30,39.164,0.9,2,1174,10,U1474F_5H5
39.165,361,U1474,F,5,H,5,30.1,30.5,39.169,0.4,2,1175,251,U1474F_5H5
39.17,361,U1474,F,5,H,5,30.6,31.7,39.181,1.1,3,1176,646,U1474F_5H5
39.221,361,U1474,F,5,H,5,35.7,35.9,39.223,0.2,0,1177,330,U1474F_5H5
39.23,361,U1474,F,5,H,5,36.6,37.7,39.241,1.1,2,1178,1335,U1474F_5H5
39.287,361,U1474,F,5,H,5,42.3,43.1,39.295,0.8,2,1179,980,U1474F_5H5
39.311,361,U1474,F,5,H,5,44.7,45.5,39.319,0.8,3,1180,1076,U1474F_5H5
39.332,361,U1474,F,5,H,5,46.8,47.2,39.336,0.4,2,1181,678,U1474F_5H5
39.348,361,U1474,F,5,H,5,48.4,49.6,39.36,1.2,3,1182,655,U1474F_5H5
39.373,361,U1474,F,5,H,5,50.9,51.8,39.382,0.9,1,1183,666,U1474F_5H5
39.397,361,U1474,F,5,H,5,53.3,53.5,39.399,0.2,0,1184,1219,U1474F_5H5
39.405,361,U1474,F,5,H,5,54.1,55.2,39.416,1.1,2,1185,924,U1474F_5H5
39.418,361,U1474,F,5,H,5,55.4,55.8,39.422,0.4,2,1186,1045,U1474F_5H5
39.467,361,U1474,F,5,H,5,60.3,61.8,39.482,1.5,2,1187,565,U1474F_5H5
39.52,361,U1474,F,5,H,5,65.6,66.6,39.53,1,0,1188,1121,U1474F_5H5
40.122,361,U1474,F,5,H,5,125.8,137.3,40.237,11.5,0,1189,882,U1474F_5H5
40.238,361,U1474,F,5,H,5,137.4,139.4,40.258,2,0,1190,259,U1474F_5H5
40.259,361,U1474,F,5,H,5,139.5,145.1,40.315,5.6,0,1191,1086,U1474F_5H5
40.349,361,U1474,F,5,H,6,-1.5,2.4,40.388,3.9,0,1192,759,U1474F_5H6
40.43,361,U1474,F,5,H,6,6.6,7.8,40.442,1.2,0,1193,457,U1474F_5H6
40.552,361,U1474,F,5,H,6,18.8,20,40.564,1.2,2,1194,711,U1474F_5H6
40.569,361,U1474,F,5,H,6,20.5,21.4,40.578,0.9,1,1195,302,U1474F_5H6
40.58,361,U1474,F,5,H,6,21.6,22.5,40.589,0.9,2,1196,1272,U1474F_5H6
40.643,361,U1474,F,5,H,6,27.9,28.4,40.648,0.5,2,1197,542,U1474F_5H6
40.649,361,U1474,F,5,H,6,28.5,28.7,40.651,0.2,2,1198,1254,U1474F_5H6
40.747,361,U1474,F,5,H,6,38.3,39.4,40.758,1.1,3,1199,748,U1474F_5H6
40.771,361,U1474,F,5,H,6,40.7,41.2,40.776,0.5,0,1200,403,U1474F_5H6
40.784,361,U1474,F,5,H,6,42,42.5,40.789,0.5,1,1201,241,U1474F_5H6
40.795,361,U1474,F,5,H,6,43.1,43.4,40.798,0.3,1,1202,937,U1474F_5H6
40.855,361,U1474,F,5,H,6,49.1,49.9,40.863,0.8,0,1203,488,U1474F_5H6
40.892,361,U1474,F,5,H,6,52.8,54.1,40.905,1.3,1,1204,1163,U1474F_5H6
40.905,361,U1474,F,5,H,6,54.1,56.2,40.926,2.1,0,1205,463,U1474F_5H6
40.932,361,U1474,F,5,H,6,56.8,57.6,40.94,0.8,0,1206,253,U1474F_5H6
40.989,361,U1474,F,5,H,6,62.5,63,40.994,0.5,0,1207,810,U1474F_5H6
41.49,361,U1474,F,5,H,6,112.6,113.1,41.495,0.5,3,1208,1276,U1474F_5H6
41.496,361,U1474,F,5,H,6,113.2,114.2,41.506,1,3,1209,1321,U1474F_5H6
41.544,361,U1474,F,5,H,6,118,118.6,41.55,0.6,1,1210,964,U1474F_5H6
41.563,361,U1474,F,5,H,6,119.9,120.1,41.565,0.2,0,1211,949,U1474F_5H6
42.42,361,U1474,F,5,H,7,55.6,56,42.424,0.4,0,1212,637,U1474F_5H7
43.847,361,U1474,F,6,H,1,33.3,34.6,43.86,1.3,0,1213,1235,U1474F_6H1
44.413,361,U1474,F,6,H,1,89.9,90.4,44.418,0.5,0,1214,838,U1474F_6H1
44.43,361,U1474,F,6,H,1,91.6,91.7,44.431,0.1,0,1215,998,U1474F_6H1
44.434,361,U1474,F,6,H,1,92,92.6,44.44,0.6,0,1216,820,U1474F_6H1
44.848,361,U1474,F,6,H,1,133.4,134.4,44.858,1,0,1217,636,U1474F_6H1
44.861,361,U1474,F,6,H,1,134.7,135.5,44.869,0.8,0,1218,1141,U1474F_6H1
44.88,361,U1474,F,6,H,1,136.6,140.3,44.917,3.7,0,1219,229,U1474F_6H1
45.178,361,U1474,F,6,H,2,15.4,16.6,45.19,1.2,0,1220,1336,U1474F_6H2
45.191,361,U1474,F,6,H,2,16.7,17.7,45.201,1,2,1221,1048,U1474F_6H2
45.235,361,U1474,F,6,H,2,21,21.1,45.235,0.1,0,1222,173,U1474F_6H2
45.585,361,U1474,F,6,H,2,56.1,56.5,45.589,0.4,0,1223,1192,U1474F_6H2
45.59,361,U1474,F,6,H,2,56.6,58.1,45.605,1.5,0,1224,702,U1474F_6H2
45.606,361,U1474,F,6,H,2,58.2,59.4,45.618,1.2,0,1225,283,U1474F_6H2
45.71,361,U1474,F,6,H,2,68.6,71.7,45.741,3.1,0,1226,238,U1474F_6H2
45.77,361,U1474,F,6,H,2,74.6,78.3,45.807,3.7,0,1227,390,U1474F_6H2
45.82,361,U1474,F,6,H,2,79.6,80,45.824,0.4,0,1228,853,U1474F_6H2
45.825,361,U1474,F,6,H,2,80.1,82,45.844,1.9,0,1229,814,U1474F_6H2
45.853,361,U1474,F,6,H,2,82.9,84.3,45.867,1.4,0,1230,888,U1474F_6H2
45.868,361,U1474,F,6,H,2,84.4,86.5,45.889,2.1,0,1231,122,U1474F_6H2
45.89,361,U1474,F,6,H,2,86.6,88,45.904,1.4,0,1232,1011,U1474F_6H2
45.91,361,U1474,F,6,H,2,88.6,90,45.924,1.4,0,1233,361,U1474F_6H2
45.925,361,U1474,F,6,H,2,90.1,91.3,45.937,1.2,0,1234,51,U1474F_6H2
45.952,361,U1474,F,6,H,2,92.8,94.2,45.966,1.4,0,1235,127,U1474F_6H2
45.975,361,U1474,F,6,H,2,95.1,95.8,45.982,0.7,0,1236,625,U1474F_6H2
45.983,361,U1474,F,6,H,2,95.9,97.3,45.997,1.4,0,1237,898,U1474F_6H2
45.998,361,U1474,F,6,H,2,97.4,101,46.034,3.6,0,1238,79,U1474F_6H2
46.035,361,U1474,F,6,H,2,101.1,106.7,46.091,5.6,0,1239,198,U1474F_6H2
46.095,361,U1474,F,6,H,2,107.1,108.2,46.106,1.1,0,1240,667,U1474F_6H2
46.107,361,U1474,F,6,H,2,108.3,109.5,46.119,1.2,0,1241,899,U1474F_6H2
46.12,361,U1474,F,6,H,2,109.6,111.8,46.142,2.2,0,1242,563,U1474F_6H2
46.151,361,U1474,F,6,H,2,112.7,115.9,46.183,3.2,0,1243,482,U1474F_6H2
46.381,361,U1474,F,6,H,2,135.7,138.7,46.411,3,0,1244,1170,U1474F_6H2
46.412,361,U1474,F,6,H,2,138.8,139.3,46.417,0.5,0,1245,478,U1474F_6H2
46.418,361,U1474,F,6,H,2,139.4,140.8,46.432,1.4,0,1246,138,U1474F_6H2
46.433,361,U1474,F,6,H,2,140.9,142.5,46.449,1.6,0,1247,1245,U1474F_6H2
46.452,361,U1474,F,6,H,2,142.8,143.1,46.455,0.3,0,1248,1146,U1474F_6H2
46.456,361,U1474,F,6,H,2,143.2,144.2,46.466,1,0,1249,904,U1474F_6H2
46.467,361,U1474,F,6,H,2,144.3,145.6,46.48,1.3,0,1250,77,U1474F_6H2
46.484,361,U1474,F,6,H,2,146,146.6,46.49,0.6,0,1251,862,U1474F_6H2
46.494,361,U1474,F,6,H,2,-3,1.1,46.535,4.1,1,1252,168,U1474F_6H2
46.56,361,U1474,F,6,H,3,3.6,6.5,46.589,2.9,1,1253,264,U1474F_6H3
46.596,361,U1474,F,6,H,3,7.2,7.8,46.602,0.6,1,1254,171,U1474F_6H3
46.603,361,U1474,F,6,H,3,7.9,10,46.624,2.1,0,1255,1290,U1474F_6H3
