"Exp","Site","Hole","Core","Type","Sect","A/W","Top depth CSF-A (m)","Bottom depth CSF-A (m)","Top depth CCSF-361-U1474-ABDEF-20160220 (m)","Bottom depth CCSF-361-U1474-ABDEF-20160220 (m)","Display status (T/F)","Uncropped image (JPG) link","Uncropped image filename","Cropped image (JPG) link","Cropped image filename","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","D","2","H","3","A","10.610","11.350","10.640","11.380","T","33534731","361-u1474d-2h-3-a_shlf7626651_20160213200101.jpg","33534741","361-u1474d-2h-3-a_shlf7626651_20160213200101_trim.jpg","2016-02-14 02:25:02","CV-L107C-L170542B","SHIL","SHLF7626651","95252091",""
"361","U1474","D","2","H","CC","A","11.350","11.530","11.380","11.560","T","33534701","361-u1474d-2h-cc-a_shlf7626681_20160213200235.jpg","33534711","361-u1474d-2h-cc-a_shlf7626681_20160213200235_trim.jpg","2016-02-14 02:24:57","CV-L107C-L170542B","SHIL","SHLF7626681","95252101",""
"361","U1474","D","3","H","1","A","11.500","13.000","10.556","12.056","T","33534791","361-u1474d-3h-1-a_shlf7627141_20160213202232.jpg","33534801","361-u1474d-3h-1-a_shlf7627141_20160213202232_trim.jpg","2016-02-14 02:25:22","CV-L107C-L170542B","SHIL","SHLF7627141","95252111",""
"361","U1474","D","3","H","2","A","13.000","14.500","12.056","13.556","T","33534891","361-u1474d-3h-2-a_shlf7627171_20160213202515.jpg","33534901","361-u1474d-3h-2-a_shlf7627171_20160213202515_trim.jpg","2016-02-14 02:26:27","CV-L107C-L170542B","SHIL","SHLF7627171","95252431",""
"361","U1474","D","3","H","3","A","14.500","16.000","13.556","15.056","T","33535101","361-u1474d-3h-3-a_shlf7627201_20160213202719.jpg","33535111","361-u1474d-3h-3-a_shlf7627201_20160213202719_trim.jpg","2016-02-14 02:28:26","CV-L107C-L170542B","SHIL","SHLF7627201","95252891",""
"361","U1474","D","3","H","4","A","16.000","17.500","15.056","16.556","T","33535731","361-u1474d-3h-4-a_shlf7627231_20160213203105.jpg","33535741","361-u1474d-3h-4-a_shlf7627231_20160213203105_trim.jpg","2016-02-14 02:33:11","CV-L107C-L170542B","SHIL","SHLF7627231","95254221",""
"361","U1474","D","3","H","5","A","17.500","19.000","16.556","18.056","T","33536001","361-u1474d-3h-5-a_shlf7627261_20160213203512.jpg","33536011","361-u1474d-3h-5-a_shlf7627261_20160213203512_trim.jpg","2016-02-14 02:36:30","CV-L107C-L170542B","SHIL","SHLF7627261","95254781",""
"361","U1474","D","3","H","6","A","19.000","20.190","18.056","19.246","T","33536101","361-u1474d-3h-6-a_shlf7627291_20160213203651.jpg","33536111","361-u1474d-3h-6-a_shlf7627291_20160213203651_trim.jpg","2016-02-14 02:37:51","CV-L107C-L170542B","SHIL","SHLF7627291","95255611",""
"361","U1474","D","4","H","1","A","20.000","21.500","20.548","22.048","T","33541531","361-u1474d-4h-1-a_shlf7627361_20160213222242.jpg","33541561","361-u1474d-4h-1-a_shlf7627361_20160213222242_trim.jpg","2016-02-14 05:25:43","CV-L107C-L170542B","SHIL","SHLF7627361","95265151",""
"361","U1474","D","3","H","CC","A","20.190","20.360","19.246","19.416","T","33536241","361-u1474d-3h-cc-a_shlf7627321_20160213203825.jpg","33536251","361-u1474d-3h-cc-a_shlf7627321_20160213203825_trim.jpg","2016-02-14 02:39:38","CV-L107C-L170542B","SHIL","SHLF7627321","95256841",""
"361","U1474","D","4","H","2","A","21.500","23.000","22.048","23.548","T","33541541","361-u1474d-4h-2-a_shlf7627391_20160213222455.jpg","33541551","361-u1474d-4h-2-a_shlf7627391_20160213222455_trim.jpg","2016-02-14 05:25:43","CV-L107C-L170542B","SHIL","SHLF7627391","95265141",""
"361","U1474","D","4","H","3","A","23.000","24.500","23.548","25.048","T","33541621","361-u1474d-4h-3-a_shlf7627421_20160213222717.jpg","33541641","361-u1474d-4h-3-a_shlf7627421_20160213222717_trim.jpg","2016-02-14 05:26:08","CV-L107C-L170542B","SHIL","SHLF7627421","95265161",""
"361","U1474","D","4","H","4","A","24.500","26.000","25.048","26.548","T","33541611","361-u1474d-4h-4-a_shlf7627451_20160213222900.jpg","33541631","361-u1474d-4h-4-a_shlf7627451_20160213222900_trim.jpg","2016-02-14 05:26:08","CV-L107C-L170542B","SHIL","SHLF7627451","95265171",""
"361","U1474","D","4","H","5","A","26.000","27.500","26.548","28.048","T","33541741","361-u1474d-4h-5-a_shlf7627481_20160213223046.jpg","33541751","361-u1474d-4h-5-a_shlf7627481_20160213223046_trim.jpg","2016-02-14 05:26:49","CV-L107C-L170542B","SHIL","SHLF7627481","95265181",""
"361","U1474","D","4","H","6","A","27.500","28.350","28.048","28.898","T","33541691","361-u1474d-4h-6-a_shlf7627511_20160213223241.jpg","33541711","361-u1474d-4h-6-a_shlf7627511_20160213223241_trim.jpg","2016-02-14 05:26:38","CV-L107C-L170542B","SHIL","SHLF7627511","95265191",""
"361","U1474","D","4","H","CC","A","28.350","28.530","28.898","29.078","T","33541781","361-u1474d-4h-cc-a_shlf7627541_20160213223414.jpg","33541791","361-u1474d-4h-cc-a_shlf7627541_20160213223414_trim.jpg","2016-02-14 05:27:05","CV-L107C-L170542B","SHIL","SHLF7627541","95265211",""
"361","U1474","D","5","H","1","A","29.500","31.000","30.276","31.776","T","33543741","361-u1474d-5h-1-a_shlf7627581_20160213233357.jpg","33543761","361-u1474d-5h-1-a_shlf7627581_20160213233357_trim.jpg","2016-02-14 06:11:01","CV-L107C-L170542B","SHIL","SHLF7627581","95268631",""
"361","U1474","D","5","H","2","A","31.000","32.500","31.776","33.276","T","33543751","361-u1474d-5h-2-a_shlf7627611_20160213233605.jpg","33543771","361-u1474d-5h-2-a_shlf7627611_20160213233605_trim.jpg","2016-02-14 06:11:01","CV-L107C-L170542B","SHIL","SHLF7627611","95268621",""
"361","U1474","D","5","H","3","A","32.500","34.000","33.276","34.776","T","33543831","361-u1474d-5h-3-a_shlf7627641_20160213233740.jpg","33543841","361-u1474d-5h-3-a_shlf7627641_20160213233740_trim.jpg","2016-02-14 06:11:25","CV-L107C-L170542B","SHIL","SHLF7627641","95268641",""
"361","U1474","D","5","H","4","A","34.000","35.500","34.776","36.276","T","33543821","361-u1474d-5h-4-a_shlf7627671_20160213233929.jpg","33543851","361-u1474d-5h-4-a_shlf7627671_20160213233929_trim.jpg","2016-02-14 06:11:26","CV-L107C-L170542B","SHIL","SHLF7627671","95268651",""
"361","U1474","D","5","H","5","A","35.500","37.000","36.276","37.776","T","33543911","361-u1474d-5h-5-a_shlf7627701_20160213234204.jpg","33543941","361-u1474d-5h-5-a_shlf7627701_20160213234204_trim.jpg","2016-02-14 06:11:58","CV-L107C-L170542B","SHIL","SHLF7627701","95268661",""
"361","U1474","D","5","H","6","A","37.000","37.920","37.776","38.696","T","33543901","361-u1474d-5h-6-a_shlf7627731_20160213234359.jpg","33543931","361-u1474d-5h-6-a_shlf7627731_20160213234359_trim.jpg","2016-02-14 06:11:58","CV-L107C-L170542B","SHIL","SHLF7627731","95268671",""
"361","U1474","D","5","H","7","A","37.920","38.670","38.696","39.446","T","33544041","361-u1474d-5h-7-a_shlf7627761_20160213234529.jpg","33544051","361-u1474d-5h-7-a_shlf7627761_20160213234529_trim.jpg","2016-02-14 06:12:37","CV-L107C-L170542B","SHIL","SHLF7627761","95268691",""
"361","U1474","D","5","H","CC","A","38.670","38.920","39.446","39.696","T","33544011","361-u1474d-5h-cc-a_shlf7627791_20160213234708.jpg","33544021","361-u1474d-5h-cc-a_shlf7627791_20160213234708_trim.jpg","2016-02-14 06:12:26","CV-L107C-L170542B","SHIL","SHLF7627791","95268701",""
"361","U1474","D","6","H","1","A","39.000","40.500","40.499","41.999","T","33546271","361-u1474d-6h-1-a_shlf7627831_20160214005415.jpg","33546301","361-u1474d-6h-1-a_shlf7627831_20160214005415_trim.jpg","2016-02-14 07:17:36","CV-L107C-L170542B","SHIL","SHLF7627831","95272731",""
"361","U1474","D","6","H","2","A","40.500","42.000","41.999","43.499","T","33546281","361-u1474d-6h-2-a_shlf7627861_20160214005601.jpg","33546291","361-u1474d-6h-2-a_shlf7627861_20160214005601_trim.jpg","2016-02-14 07:17:35","CV-L107C-L170542B","SHIL","SHLF7627861","95272711",""
"361","U1474","D","6","H","3","A","42.000","43.500","43.499","44.999","T","33546351","361-u1474d-6h-3-a_shlf7627891_20160214005929.jpg","33546371","361-u1474d-6h-3-a_shlf7627891_20160214005929_trim.jpg","2016-02-14 07:18:29","CV-L107C-L170542B","SHIL","SHLF7627891","95273711",""
"361","U1474","D","6","H","4","A","43.500","45.000","44.999","46.499","T","33546361","361-u1474d-6h-4-a_shlf7627921_20160214010121.jpg","33546391","361-u1474d-6h-4-a_shlf7627921_20160214010121_trim.jpg","2016-02-14 07:18:34","CV-L107C-L170542B","SHIL","SHLF7627921","95273741",""
"361","U1474","D","6","H","5","A","45.000","46.500","46.499","47.999","T","33546561","361-u1474d-6h-5-a_shlf7627951_20160214010251.jpg","33546591","361-u1474d-6h-5-a_shlf7627951_20160214010251_trim.jpg","2016-02-14 07:20:44","CV-L107C-L170542B","SHIL","SHLF7627951","95274471",""
"361","U1474","D","6","H","6","A","46.500","47.500","47.999","48.999","T","33546491","361-u1474d-6h-6-a_shlf7627981_20160214010448.jpg","33546521","361-u1474d-6h-6-a_shlf7627981_20160214010448_trim.jpg","2016-02-14 07:20:07","CV-L107C-L170542B","SHIL","SHLF7627981","95274481",""
"361","U1474","D","6","H","7","A","47.500","48.370","48.999","49.869","T","33546711","361-u1474d-6h-7-a_shlf7628011_20160214010619.jpg","33546731","361-u1474d-6h-7-a_shlf7628011_20160214010619_trim.jpg","2016-02-14 07:21:28","CV-L107C-L170542B","SHIL","SHLF7628011","95274541",""
"361","U1474","D","6","H","CC","A","48.370","48.610","49.869","50.109","T","33546721","361-u1474d-6h-cc-a_shlf7628041_20160214010718.jpg","33546741","361-u1474d-6h-cc-a_shlf7628041_20160214010718_trim.jpg","2016-02-14 07:21:32","CV-L107C-L170542B","SHIL","SHLF7628041","95274571",""
"361","U1474","D","7","H","1","A","48.500","50.000","50.075","51.575","T","33549451","361-u1474d-7h-1-a_shlf7628081_20160214023434.jpg","33549461","361-u1474d-7h-1-a_shlf7628081_20160214023434_trim.jpg","2016-02-14 08:44:52","CV-L107C-L170542B","SHIL","SHLF7628081","95278761",""
"361","U1474","D","7","H","2","A","50.000","51.500","51.575","53.075","T","33549471","361-u1474d-7h-2-a_shlf7628111_20160214023622.jpg","33549491","361-u1474d-7h-2-a_shlf7628111_20160214023622_trim.jpg","2016-02-14 08:44:54","CV-L107C-L170542B","SHIL","SHLF7628111","95278771",""
"361","U1474","D","7","H","3","A","51.500","53.000","53.075","54.575","T","33549531","361-u1474d-7h-3-a_shlf7628141_20160214023819.jpg","33549541","361-u1474d-7h-3-a_shlf7628141_20160214023819_trim.jpg","2016-02-14 08:45:22","CV-L107C-L170542B","SHIL","SHLF7628141","95278781",""
"361","U1474","D","7","H","4","A","53.000","54.500","54.575","56.075","T","33549551","361-u1474d-7h-4-a_shlf7628171_20160214023950.jpg","33549571","361-u1474d-7h-4-a_shlf7628171_20160214023950_trim.jpg","2016-02-14 08:45:25","CV-L107C-L170542B","SHIL","SHLF7628171","95278791",""
"361","U1474","D","7","H","5","A","54.500","56.000","56.075","57.575","T","33549651","361-u1474d-7h-5-a_shlf7628201_20160214024138.jpg","33549671","361-u1474d-7h-5-a_shlf7628201_20160214024138_trim.jpg","2016-02-14 08:46:08","CV-L107C-L170542B","SHIL","SHLF7628201","95278821",""
"361","U1474","D","7","H","6","A","56.000","57.020","57.575","58.595","T","33549911","361-u1474d-7h-6-a_shlf7628231_20160214024315.jpg","33549931","361-u1474d-7h-6-a_shlf7628231_20160214024315_trim.jpg","2016-02-14 08:55:48","CV-L107C-L170542B","SHIL","SHLF7628231","95279891",""
"361","U1474","D","7","H","7","A","57.020","57.930","58.595","59.505","T","33549901","361-u1474d-7h-7-a_shlf7628261_20160214024540.jpg","33549921","361-u1474d-7h-7-a_shlf7628261_20160214024540_trim.jpg","2016-02-14 08:55:47","CV-L107C-L170542B","SHIL","SHLF7628261","95279901",""
"361","U1474","D","7","H","CC","A","57.930","58.150","59.505","59.725","T","33549981","361-u1474d-7h-cc-a_shlf7628291_20160214024650.jpg","33549991","361-u1474d-7h-cc-a_shlf7628291_20160214024650_trim.jpg","2016-02-14 08:56:07","CV-L107C-L170542B","SHIL","SHLF7628291","95279911",""
"361","U1474","D","8","H","1","A","58.000","59.500","59.667","61.167","T","33553391","361-u1474d-8h-1-a_shlf7628371_20160214050633.jpg","33553401","361-u1474d-8h-1-a_shlf7628371_20160214050633_trim.jpg","2016-02-14 11:20:02","CV-L107C-L170542B","SHIL","SHLF7628371","95285721",""
"361","U1474","D","8","H","2","A","59.500","61.000","61.167","62.667","T","33553381","361-u1474d-8h-2-a_shlf7628401_20160214050801.jpg","33553411","361-u1474d-8h-2-a_shlf7628401_20160214050801_trim.jpg","2016-02-14 11:20:02","CV-L107C-L170542B","SHIL","SHLF7628401","95285731",""
"361","U1474","D","8","H","3","A","61.000","62.500","62.667","64.167","T","33553471","361-u1474d-8h-3-a_shlf7628431_20160214050940.jpg","33553491","361-u1474d-8h-3-a_shlf7628431_20160214050940_trim.jpg","2016-02-14 11:20:28","CV-L107C-L170542B","SHIL","SHLF7628431","95285741",""
"361","U1474","D","8","H","4","A","62.500","64.000","64.167","65.667","T","33553461","361-u1474d-8h-4-a_shlf7628461_20160214051205.jpg","33553481","361-u1474d-8h-4-a_shlf7628461_20160214051205_trim.jpg","2016-02-14 11:20:27","CV-L107C-L170542B","SHIL","SHLF7628461","95285751",""
"361","U1474","D","8","H","5","A","64.000","65.500","65.667","67.167","T","33553571","361-u1474d-8h-5-a_shlf7628491_20160214051355.jpg","33553581","361-u1474d-8h-5-a_shlf7628491_20160214051355_trim.jpg","2016-02-14 11:21:16","CV-L107C-L170542B","SHIL","SHLF7628491","95285761",""
"361","U1474","D","8","H","6","A","65.500","66.530","67.167","68.197","T","33553541","361-u1474d-8h-6-a_shlf7628521_20160214051508.jpg","33553551","361-u1474d-8h-6-a_shlf7628521_20160214051508_trim.jpg","2016-02-14 11:21:03","CV-L107C-L170542B","SHIL","SHLF7628521","95285771",""
"361","U1474","D","8","H","7","A","66.530","67.280","68.197","68.947","T","33553631","361-u1474d-8h-7-a_shlf7628551_20160214051621.jpg","33553651","361-u1474d-8h-7-a_shlf7628551_20160214051621_trim.jpg","2016-02-14 11:21:48","CV-L107C-L170542B","SHIL","SHLF7628551","95285781",""
"361","U1474","D","8","H","CC","A","67.280","67.480","68.947","69.147","T","33553621","361-u1474d-8h-cc-a_shlf7628581_20160214051853.jpg","33553641","361-u1474d-8h-cc-a_shlf7628581_20160214051853_trim.jpg","2016-02-14 11:21:48","CV-L107C-L170542B","SHIL","SHLF7628581","95285791",""
"361","U1474","D","9","H","1","A","67.500","69.000","71.237","72.737","T","33554541","361-u1474d-9h-1-a_shlf7628641_20160214060011.jpg","33554561","361-u1474d-9h-1-a_shlf7628641_20160214060011_trim.jpg","2016-02-14 12:20:05","CV-L107C-L170542B","SHIL","SHLF7628641","95294691",""
"361","U1474","D","9","H","2","A","69.000","70.500","72.737","74.237","T","33554551","361-u1474d-9h-2-a_shlf7628671_20160214060154.jpg","33554571","361-u1474d-9h-2-a_shlf7628671_20160214060154_trim.jpg","2016-02-14 12:20:05","CV-L107C-L170542B","SHIL","SHLF7628671","95294701",""
"361","U1474","D","9","H","3","A","70.500","72.000","74.237","75.737","T","33554631","361-u1474d-9h-3-a_shlf7628701_20160214060650.jpg","33554651","361-u1474d-9h-3-a_shlf7628701_20160214060650_trim.jpg","2016-02-14 12:20:29","CV-L107C-L170542B","SHIL","SHLF7628701","95294721",""
"361","U1474","D","9","H","4","A","72.000","73.500","75.737","77.237","T","33554621","361-u1474d-9h-4-a_shlf7628731_20160214060956.jpg","33554641","361-u1474d-9h-4-a_shlf7628731_20160214060956_trim.jpg","2016-02-14 12:20:28","CV-L107C-L170542B","SHIL","SHLF7628731","95294711",""
"361","U1474","D","9","H","5","A","73.500","75.000","77.237","78.737","T","33554711","361-u1474d-9h-5-a_shlf7628761_20160214061147.jpg","33554731","361-u1474d-9h-5-a_shlf7628761_20160214061147_trim.jpg","2016-02-14 12:21:02","CV-L107C-L170542B","SHIL","SHLF7628761","95294731",""
"361","U1474","D","9","H","6","A","75.000","76.500","78.737","80.237","T","33554701","361-u1474d-9h-6-a_shlf7628791_20160214061349.jpg","33554721","361-u1474d-9h-6-a_shlf7628791_20160214061349_trim.jpg","2016-02-14 12:21:01","CV-L107C-L170542B","SHIL","SHLF7628791","95294741",""
"361","U1474","D","9","H","7","A","76.500","77.230","80.237","80.967","T","33554811","361-u1474d-9h-7-a_shlf7628821_20160214061534.jpg","33554831","361-u1474d-9h-7-a_shlf7628821_20160214061534_trim.jpg","2016-02-14 12:21:40","CV-L107C-L170542B","SHIL","SHLF7628821","95294751",""
"361","U1474","D","10","H","1","A","77.000","78.500","81.954","83.454","T","33557371","361-u1474d-10h-1-a_shlf7628901_20160214075429.jpg","33557381","361-u1474d-10h-1-a_shlf7628901_20160214075429_trim.jpg","2016-02-14 14:09:32","CV-L107C-L170542B","SHIL","SHLF7628901","95298371",""
"361","U1474","D","9","H","CC","A","77.230","77.560","80.967","81.297","T","33554801","361-u1474d-9h-cc-a_shlf7628851_20160214061832.jpg","33554821","361-u1474d-9h-cc-a_shlf7628851_20160214061832_trim.jpg","2016-02-14 12:21:40","CV-L107C-L170542B","SHIL","SHLF7628851","95294761",""
"361","U1474","D","10","H","2","A","78.500","80.000","83.454","84.954","T","33557361","361-u1474d-10h-2-a_shlf7628931_20160214075634.jpg","33557391","361-u1474d-10h-2-a_shlf7628931_20160214075634_trim.jpg","2016-02-14 14:09:33","CV-L107C-L170542B","SHIL","SHLF7628931","95298381",""
"361","U1474","D","10","H","3","A","80.000","81.500","84.954","86.454","T","33557441","361-u1474d-10h-3-a_shlf7628961_20160214075847.jpg","33557461","361-u1474d-10h-3-a_shlf7628961_20160214075847_trim.jpg","2016-02-14 14:10:00","CV-L107C-L170542B","SHIL","SHLF7628961","95298391",""
"361","U1474","D","10","H","4","A","81.500","83.000","86.454","87.954","T","33557451","361-u1474d-10h-4-a_shlf7628991_20160214080129.jpg","33557471","361-u1474d-10h-4-a_shlf7628991_20160214080129_trim.jpg","2016-02-14 14:10:02","CV-L107C-L170542B","SHIL","SHLF7628991","95298401",""
"361","U1474","D","10","H","5","A","83.000","84.500","87.954","89.454","T","33557531","361-u1474d-10h-5-a_shlf7629021_20160214080252.jpg","33557551","361-u1474d-10h-5-a_shlf7629021_20160214080252_trim.jpg","2016-02-14 14:10:37","CV-L107C-L170542B","SHIL","SHLF7629021","95298411",""
"361","U1474","D","10","H","6","A","84.500","86.000","89.454","90.954","T","33557521","361-u1474d-10h-6-a_shlf7629051_20160214080424.jpg","33557541","361-u1474d-10h-6-a_shlf7629051_20160214080424_trim.jpg","2016-02-14 14:10:35","CV-L107C-L170542B","SHIL","SHLF7629051","95298421",""
"361","U1474","D","10","H","7","A","86.000","86.540","90.954","91.494","T","33557641","361-u1474d-10h-7-a_shlf7629081_20160214080635.jpg","33557671","361-u1474d-10h-7-a_shlf7629081_20160214080635_trim.jpg","2016-02-14 14:11:18","CV-L107C-L170542B","SHIL","SHLF7629081","95298431",""
"361","U1474","D","11","H","1","A","86.500","88.000","92.428","93.928","T","33559711","361-u1474d-11h-1-a_shlf7629151_20160214092521.jpg","33559731","361-u1474d-11h-1-a_shlf7629151_20160214092521_trim.jpg","2016-02-14 15:40:31","CV-L107C-L170542B","SHIL","SHLF7629151","95304591",""
"361","U1474","D","10","H","CC","A","86.540","86.860","91.494","91.814","T","33557621","361-u1474d-10h-cc-a_shlf7629111_20160214080743.jpg","33557661","361-u1474d-10h-cc-a_shlf7629111_20160214080743_trim.jpg","2016-02-14 14:11:18","CV-L107C-L170542B","SHIL","SHLF7629111","95298441",""
"361","U1474","D","11","H","2","A","88.000","89.500","93.928","95.428","T","33559691","361-u1474d-11h-2-a_shlf7629181_20160214092717.jpg","33559701","361-u1474d-11h-2-a_shlf7629181_20160214092717_trim.jpg","2016-02-14 15:40:29","CV-L107C-L170542B","SHIL","SHLF7629181","95304601",""
"361","U1474","D","11","H","3","A","89.500","91.000","95.428","96.928","T","33559771","361-u1474d-11h-3-a_shlf7629211_20160214092858.jpg","33559791","361-u1474d-11h-3-a_shlf7629211_20160214092858_trim.jpg","2016-02-14 15:41:02","CV-L107C-L170542B","SHIL","SHLF7629211","95304611",""
"361","U1474","D","11","H","4","A","91.000","92.500","96.928","98.428","T","33559781","361-u1474d-11h-4-a_shlf7629241_20160214093221.jpg","33559801","361-u1474d-11h-4-a_shlf7629241_20160214093221_trim.jpg","2016-02-14 15:41:02","CV-L107C-L170542B","SHIL","SHLF7629241","95304621",""
"361","U1474","D","11","H","5","A","92.500","94.000","98.428","99.928","T","33559861","361-u1474d-11h-5-a_shlf7629271_20160214093424.jpg","33559871","361-u1474d-11h-5-a_shlf7629271_20160214093424_trim.jpg","2016-02-14 15:41:39","CV-L107C-L170542B","SHIL","SHLF7629271","95304631",""
"361","U1474","D","11","H","6","A","94.000","95.000","99.928","100.928","T","33559851","361-u1474d-11h-6-a_shlf7629301_20160214093555.jpg","33559881","361-u1474d-11h-6-a_shlf7629301_20160214093555_trim.jpg","2016-02-14 15:41:39","CV-L107C-L170542B","SHIL","SHLF7629301","95304641",""
"361","U1474","D","11","H","7","A","95.000","95.950","100.928","101.879","T","33559961","361-u1474d-11h-7-a_shlf7629331_20160214093811.jpg","33559971","361-u1474d-11h-7-a_shlf7629331_20160214093811_trim.jpg","2016-02-14 15:42:13","CV-L107C-L170542B","SHIL","SHLF7629331","95304651",""
"361","U1474","D","11","H","CC","A","95.950","96.160","101.879","102.089","T","33559931","361-u1474d-11h-cc-a_shlf7629361_20160214093906.jpg","33559941","361-u1474d-11h-cc-a_shlf7629361_20160214093906_trim.jpg","2016-02-14 15:42:08","CV-L107C-L170542B","SHIL","SHLF7629361","95304661",""
"361","U1474","D","12","H","1","A","96.000","97.500","103.321","104.821","T","33564501","361-u1474d-12h-1-a_shlf7629401_20160214110542.jpg","33564531","361-u1474d-12h-1-a_shlf7629401_20160214110542_trim.jpg","2016-02-14 20:40:11","CV-L107C-L170542B","SHIL","SHLF7629401","95329791",""
"361","U1474","D","12","H","2","A","97.500","99.000","104.821","106.321","T","33564511","361-u1474d-12h-2-a_shlf7629431_20160214110807.jpg","33564521","361-u1474d-12h-2-a_shlf7629431_20160214110807_trim.jpg","2016-02-14 20:40:11","CV-L107C-L170542B","SHIL","SHLF7629431","95329781",""
"361","U1474","D","12","H","3","A","99.000","100.500","106.321","107.821","T","33564581","361-u1474d-12h-3-a_shlf7629461_20160214111003.jpg","33564601","361-u1474d-12h-3-a_shlf7629461_20160214111003_trim.jpg","2016-02-14 20:40:34","CV-L107C-L170542B","SHIL","SHLF7629461","95329811",""
"361","U1474","D","12","H","4","A","100.500","102.000","107.821","109.321","T","33564591","361-u1474d-12h-4-a_shlf7629491_20160214111150.jpg","33564611","361-u1474d-12h-4-a_shlf7629491_20160214111150_trim.jpg","2016-02-14 20:40:35","CV-L107C-L170542B","SHIL","SHLF7629491","95329801",""
"361","U1474","D","12","H","5","A","102.000","103.500","109.321","110.821","T","33564661","361-u1474d-12h-5-a_shlf7629521_20160214111348.jpg","33564681","361-u1474d-12h-5-a_shlf7629521_20160214111348_trim.jpg","2016-02-14 20:41:07","CV-L107C-L170542B","SHIL","SHLF7629521","95329831",""
"361","U1474","D","12","H","6","A","103.500","104.900","110.821","112.221","T","33564671","361-u1474d-12h-6-a_shlf7629551_20160214111534.jpg","33564691","361-u1474d-12h-6-a_shlf7629551_20160214111534_trim.jpg","2016-02-14 20:41:07","CV-L107C-L170542B","SHIL","SHLF7629551","95329821",""
"361","U1474","D","12","H","7","A","104.900","105.490","112.221","112.811","T","33564761","361-u1474d-12h-7-a_shlf7629581_20160214111708.jpg","33564781","361-u1474d-12h-7-a_shlf7629581_20160214111708_trim.jpg","2016-02-14 20:41:40","CV-L107C-L170542B","SHIL","SHLF7629581","95329851",""
"361","U1474","D","12","H","CC","A","105.490","105.770","112.811","113.091","T","33564741","361-u1474d-12h-cc-a_shlf7629611_20160214111818.jpg","33564751","361-u1474d-12h-cc-a_shlf7629611_20160214111818_trim.jpg","2016-02-14 20:41:35","CV-L107C-L170542B","SHIL","SHLF7629611","95329841",""
"361","U1474","D","13","H","1","A","105.500","107.000","114.267","115.767","T","33564821","361-u1474d-13h-1-a_shlf7629661_20160214123908.jpg","33564841","361-u1474d-13h-1-a_shlf7629661_20160214123908_trim.jpg","2016-02-14 20:42:30","CV-L107C-L170542B","SHIL","SHLF7629661","95329861",""
"361","U1474","D","13","H","2","A","107.000","108.500","115.767","117.267","T","33564831","361-u1474d-13h-2-a_shlf7629691_20160214124127.jpg","33564851","361-u1474d-13h-2-a_shlf7629691_20160214124127_trim.jpg","2016-02-14 20:42:31","CV-L107C-L170542B","SHIL","SHLF7629691","95329871",""
"361","U1474","D","13","H","3","A","108.500","110.000","117.267","118.767","T","33566251","361-u1474d-13h-3-a_shlf7629721_20160214124253.jpg","33566261","361-u1474d-13h-3-a_shlf7629721_20160214124253_trim.jpg","2016-02-14 20:56:46","CV-L107C-L170542B","SHIL","SHLF7629721","95330471",""
"361","U1474","D","13","H","4","A","110.000","111.500","118.767","120.267","T","33564911","361-u1474d-13h-4-a_shlf7629751_20160214124424.jpg","33564941","361-u1474d-13h-4-a_shlf7629751_20160214124424_trim.jpg","2016-02-14 20:43:17","CV-L107C-L170542B","SHIL","SHLF7629751","95329881",""
"361","U1474","D","13","H","5","A","111.500","113.000","120.267","121.767","T","33564901","361-u1474d-13h-5-a_shlf7629781_20160214124555.jpg","33564921","361-u1474d-13h-5-a_shlf7629781_20160214124555_trim.jpg","2016-02-14 20:43:14","CV-L107C-L170542B","SHIL","SHLF7629781","95329891",""
"361","U1474","D","13","H","6","A","113.000","114.420","121.767","123.187","T","33564991","361-u1474d-13h-6-a_shlf7629811_20160214124722.jpg","33565021","361-u1474d-13h-6-a_shlf7629811_20160214124722_trim.jpg","2016-02-14 20:44:08","CV-L107C-L170542B","SHIL","SHLF7629811","95329901",""
"361","U1474","D","13","H","7","A","114.420","114.980","123.187","123.747","T","33564981","361-u1474d-13h-7-a_shlf7629841_20160214124846.jpg","33565001","361-u1474d-13h-7-a_shlf7629841_20160214124846_trim.jpg","2016-02-14 20:43:54","CV-L107C-L170542B","SHIL","SHLF7629841","95329911",""
"361","U1474","D","13","H","CC","A","114.980","115.300","123.747","124.067","T","33565091","361-u1474d-13h-cc-a_shlf7629871_20160214124947.jpg","33565101","361-u1474d-13h-cc-a_shlf7629871_20160214124947_trim.jpg","2016-02-14 20:44:40","CV-L107C-L170542B","SHIL","SHLF7629871","95329921",""
"361","U1474","D","14","H","1","W","115.000","116.500","124.444","125.944","F","33565171","361-u1474d-14h-1-w_shlf7629911_20160214142207.jpg","33565181","361-u1474d-14h-1-w_shlf7629911_20160214142207_trim.jpg","2016-02-14 20:45:36","CV-L107C-L170542B","SHIL","SHLF7629911","95329951",""
"361","U1474","D","14","H","1","A","115.000","116.500","124.444","125.944","T","33565121","361-u1474d-14h-1-a_shlf7629921_20160214135814.jpg","33565131","361-u1474d-14h-1-a_shlf7629921_20160214135814_trim.jpg","2016-02-14 20:44:55","CV-L107C-L170542B","SHIL","SHLF7629921","95329941",""
