exp,site,hole,core_num,type,section,sec_half,top_offset_cm,bottom_offset_cm,volume_cc,top40,CCSF_A_m,benthic_species,δ13C,d13C_stdev,d18O,d18O_stdev,user_id,user_name,notes
361,U1474,F,4,H,5,W,19,20,18,,28.64,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,31,32,18,,28.76,cib,-0.22,0.014,3.66,0.037,,Romily B,
361,U1474,F,4,H,5,W,31,32,18,,28.76,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,44,45,18,,28.89,cib,0.17,0.023,3.64,0.06,,Romily B,
361,U1474,F,4,H,5,W,44,45,18,,28.89,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,56,57,18,,29.01,cib,0.31,0.035,3.59,0.045,,Romily B,
361,U1474,F,4,H,5,W,56,57,18,,29.01,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,68,69,18,,29.13,cib,0.44,0.021,3.11,0.06,,Romily B,
361,U1474,F,4,H,5,W,68,69,18,,29.13,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,80,81,18,,29.25,cib,0.48,0.058,3.15,0.041,,Romily B,
361,U1474,F,4,H,5,W,80,81,18,,29.25,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,93,94,18,,29.38,cib,0.69,0.033,3.05,0.054,,Romily B,
361,U1474,F,4,H,5,W,93,94,18,,29.38,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,105,106,18,,29.5,cib,0.14,0.017,3.49,0.025,,Romily B,
361,U1474,F,4,H,5,W,105,106,18,,29.5,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,117,118,18,,29.62,cib,0.44,0.032,3.27,0.031,,Romily B,
361,U1474,F,4,H,5,W,117,118,18,,29.62,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,129,130,18,,29.74,cib,-0.19,0.026,3.72,0.051,,Romily B,
361,U1474,F,4,H,5,W,129,130,18,,29.74,uvi,,,,,,Romily B,
361,U1474,F,4,H,5,W,142,143,18,,29.87,cib,-0.38,0.049,3.97,0.053,,Romily B,
361,U1474,F,4,H,5,W,142,143,18,,29.87,uvi,,,,,,Romily B,
361,U1474,F,4,H,6,W,4,5,18,,29.99,cib,-0.17,0.034,3.98,0.073,,Romily B,
361,U1474,F,4,H,6,W,4,5,18,,29.99,uvi,,,,,,Romily B,
361,U1474,F,4,H,6,W,16,17,18,,30.11,cib,0.16,0.036,3.9,0.054,,Romily B,
361,U1474,F,4,H,6,W,16,17,18,,30.11,uvi,,,,,,Romily B,
361,U1474,F,4,H,6,W,28,29,18,,30.23,cib,0.27,0.026,3.81,0.06,,Romily B,
361,U1474,F,4,H,6,W,28,29,18,,30.23,uvi,,,,,,Romily B,
361,U1474,F,4,H,6,W,41,42,18,,30.36,cib,0.31,0.016,3.59,0.047,,Romily B,
361,U1474,F,4,H,6,W,41,42,18,,30.36,uvi,,,,,,Romily B,
361,U1474,F,4,H,6,W,53,54,18,,30.48,cib,0.16,0.028,3.59,0.034,,Romily B,
361,U1474,F,4,H,6,W,53,54,18,,30.48,uvi,,,,,,Romily B,
361,U1474,F,4,H,6,W,65,66,18,,30.6,cib,-0.04,0.016,3.72,0.024,,Romily B,
361,U1474,F,4,H,6,W,65,66,18,,30.6,uvi,,,,,,Romily B,
361,U1474,A,4,H,4,W,128,129,18,,30.72,cib,,,,,,Romily B,
361,U1474,A,4,H,4,W,128,129,18,,30.72,uvi,,,,,,Romily B,
361,U1474,A,4,H,4,W,140,141,18,,30.84,cib,,,,,,Romily B,
361,U1474,A,4,H,4,W,140,141,18,,30.84,uvi,,,,,,Romily B,
361,U1474,A,4,H,5,W,3,4,18,,30.97,cib,,,,,,Romily B,
361,U1474,A,4,H,5,W,3,4,18,,30.97,uvi,,,,,,Romily B,
361,U1474,A,4,H,5,W,15,16,18,,31.09,cib,-0.31,0.023,3.99,0.064,,Romily B,
361,U1474,A,4,H,5,W,15,16,18,,31.09,uvi,,,,,,Romily B,
361,U1474,A,4,H,5,W,27,28,18,,31.21,cib,,,,,,Romily B,
361,U1474,A,4,H,5,W,27,28,18,,31.21,uvi,,,,,,Romily B,
361,U1474,A,4,H,5,W,27,28,18,,31.21,cib,,,,,M1,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,27,28,18,,31.21,uvi,,,,,M1,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,39,40,18,,31.33,cib,,,,,,Romily B,
361,U1474,A,4,H,5,W,39,40,18,,31.33,uvi,,,,,,Romily B,
361,U1474,A,4,H,5,W,39,40,18,,31.33,cib,,,,,M2,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,39,40,18,,31.33,uvi,,,,,M2,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,52,53,18,,31.46,cib,,,,,M3,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,52,53,18,,31.46,uvi,,,,,M3,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,64,65,18,,31.58,cib,,,,,M4,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,64,65,18,,31.58,uvi,,,,,M4,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,76,77,18,,31.7,cib,,,,,M5,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,76,77,18,,31.7,uvi,,,,,M5,Chiza Mwinde,Sample missing
361,U1474,A,4,H,5,W,88,89,18,,31.82,cib,,,,,,Bryan Fefe,
361,U1474,A,4,H,5,W,88,89,18,,31.82,uvi,-0.347,0.038,4.008,0.063,,Bryan Fefe,
361,U1474,A,4,H,5,W,88,89,18,,31.82,cib,0.255,0.016,3.633,0.016,M6,Chiza Mwinde,
361,U1474,A,4,H,5,W,88,89,18,,31.82,uvi,-0.459,0.017,3.861,0.061,M6,Chiza Mwinde,
361,U1474,A,4,H,5,W,101,102,,,31.9464,cib,,,,,,Cody/Chiza,
361,U1474,A,4,H,5,W,101,102,18,,31.95,cib,,,,,,Bryan Fefe,
361,U1474,A,4,H,5,W,101,102,18,,31.95,uvi,-0.311,0.018,3.69,0.035,,Bryan Fefe,
361,U1474,A,4,H,5,W,101,102,18,,31.95,cib,,,,,M7,Chiza Mwinde,cib too small
361,U1474,A,4,H,5,W,101,102,18,,31.95,uvi,-0.224,0.018,3.805,0.022,M7,Chiza Mwinde,cib too small
361,U1474,A,4,H,5,W,113,114,18,,32.07,cib,,,,,,Bryan Fefe,
361,U1474,A,4,H,5,W,113,114,18,,32.07,uvi,,,,,,Bryan Fefe,
361,U1474,A,4,H,5,W,113,114,18,,32.07,cib,0.312,0.014,2.91,0.041,M8,Chiza Mwinde,
361,U1474,A,4,H,5,W,113,114,18,,32.07,uvi,,,,,M8,Chiza Mwinde,
361,U1474,A,4,H,5,W,125,126,18,,32.19,cib,0.08,0.024,3.01,0.062,,Bryan Fefe,
361,U1474,A,4,H,5,W,125,126,18,,32.19,uvi,,,,,,Bryan Fefe,
361,U1474,A,4,H,5,W,125,126,18,,32.19,cib,-0.214,0.008,3.775,0.034,M9,Chiza Mwinde,
361,U1474,A,4,H,5,W,125,126,18,,32.19,uvi,-0.855,0.023,3.924,0.036,M9,Chiza Mwinde,
361,U1474,A,4,H,5,W,137,138,18,,32.31,cib,-0.34,0.027,3.91,0.044,,Bryan Fefe,
361,U1474,A,4,H,5,W,137,138,18,,32.31,uvi,-1.053,0.03,4.455,0.07,,Bryan Fefe,
361,U1474,A,4,H,5,W,137,138,18,,32.31,cib,,,,,M10,Chiza Mwinde,no forams
361,U1474,A,4,H,5,W,137,138,18,,32.31,uvi,,,,,M10,Chiza Mwinde,no forams
361,U1474,A,4,H,5,W,137,138,,,32.3136,cib,0.235,0.019,3.926,0.048,,Cody/Chiza,
361,U1474,A,4,H,5,W,148,149,,,32.4236,cib,,,,,,Cody/Chiza,
361,U1474,A,4,H,5,W,150,151,18,,32.44,cib,-0.49,0.033,4.1,0.024,,Bryan Fefe,
361,U1474,A,4,H,5,W,150,151,18,,32.44,uvi,-1.396,0.02,4.701,0.048,,Bryan Fefe,
361,U1474,A,4,H,5,W,150,151,18,,32.44,cib,,,,,M11,Chiza Mwinde,cib too small
361,U1474,A,4,H,5,W,150,151,18,,32.44,uvi,-1.64,0.016,4.814,0.045,M11,Chiza Mwinde,cib too small
361,U1474,A,4,H,6,W,12,13,,,32.5584,cib,,,,,,Cody/Chiza,
361,U1474,A,4,H,6,W,12,13,18,,32.56,cib,-0.31,0.027,4.22,0.035,,Bryan Fefe,
361,U1474,A,4,H,6,W,12,13,18,,32.56,uvi,-1.229,0.016,4.8,0.043,,Bryan Fefe,
361,U1474,A,4,H,6,W,12,13,18,,32.56,cib,-0.366,0.02,4.297,0.026,M12,Chiza Mwinde,
361,U1474,A,4,H,6,W,12,13,18,,32.56,uvi,-1.475,0.012,4.842,0.022,M12,Chiza Mwinde,
361,U1474,A,4,H,6,W,24,25,18,,32.68,cib,,,,,,Bryan Fefe,
361,U1474,A,4,H,6,W,24,25,18,,32.68,uvi,-1.303,0.031,4.831,0.036,,Bryan Fefe,
361,U1474,A,4,H,6,W,24,25,18,,32.68,cib,-0.435,0.011,4.196,0.019,M13,Chiza Mwinde,
361,U1474,A,4,H,6,W,24,25,18,,32.68,uvi,-1.153,0.015,4.744,0.032,M13,Chiza Mwinde,
361,U1474,A,4,H,6,W,36,37,18,,32.8,cib,-0.33,0.031,4.13,0.039,,Bryan Fefe,
361,U1474,A,4,H,6,W,36,37,18,,32.8,uvi,-1.093,0.019,4.731,0.032,,Bryan Fefe,
361,U1474,A,4,H,6,W,36,37,18,,32.8,cib,-0.393,0.016,4.223,0.016,M14,Chiza Mwinde,
361,U1474,A,4,H,6,W,36,37,18,,32.8,uvi,-1.295,0.021,4.725,0.017,M14,Chiza Mwinde,
361,U1474,A,4,H,6,W,49,50,18,,32.93,cib,-0.08,0.042,4.02,0.092,,Bryan Fefe,
361,U1474,A,4,H,6,W,49,50,18,,32.93,uvi,-1.054,0.027,4.642,0.081,,Bryan Fefe,
361,U1474,A,4,H,6,W,49,50,18,,32.93,cib,-0.313,0.014,4.044,0.024,M15,Chiza Mwinde,
361,U1474,A,4,H,6,W,49,50,18,,32.93,uvi,-1.163,0.018,4.685,0.042,M15,Chiza Mwinde,
361,U1474,A,4,H,6,W,61,62,18,,33.05,cib,,,,,,Bryan Fefe,
361,U1474,A,4,H,6,W,61,62,18,,33.05,uvi,-1.053,0.035,4.525,0.044,,Bryan Fefe,
361,U1474,A,4,H,6,W,61,62,18,,33.05,cib,-0.209,0.011,4.049,0.036,M16,Chiza Mwinde,
361,U1474,A,4,H,6,W,61,62,18,,33.05,uvi,-1.105,0.011,4.538,0.035,M16,Chiza Mwinde,
361,U1474,A,4,H,6,W,73,74,18,,33.17,cib,-0.27,0.054,3.77,0.08,,Bryan Fefe,
361,U1474,A,4,H,6,W,73,74,18,,33.17,uvi,-1.121,0.062,4.503,0.09,,Bryan Fefe,
361,U1474,A,4,H,6,W,73,74,18,,33.17,cib,-0.143,0.011,3.995,0.043,M17,Chiza Mwinde,
361,U1474,A,4,H,6,W,73,74,18,,33.17,uvi,-1.184,0.022,4.584,0.018,M17,Chiza Mwinde,
361,U1474,A,4,H,6,W,85,86,18,,33.29,cib,,,,0.113,,Bryan Fefe,
361,U1474,A,4,H,6,W,85,86,18,,33.29,uvi,-1.062,0.025,4.522,0.03,,Bryan Fefe,
361,U1474,A,4,H,6,W,85,86,18,,33.29,cib,-0.048,0.014,3.584,0.028,M18,Chiza Mwinde,
361,U1474,A,4,H,6,W,85,86,18,,33.29,uvi,-0.859,0.017,4.505,0.023,M18,Chiza Mwinde,
361,U1474,A,4,H,6,W,85,86,,,33.2928,cib,,,,,,Cody/Chiza,
361,U1474,A,4,H,6,W,98,99,18,,33.42,cib,0,0.021,3.78,0.027,,Bryan Fefe,
361,U1474,A,4,H,6,W,98,99,18,,33.42,uvi,-0.32,0.023,3.964,0.038,,Bryan Fefe,
361,U1474,A,4,H,6,W,98,99,18,,33.42,cib,0.052,0.023,3.845,0.037,M19,Chiza Mwinde,
361,U1474,A,4,H,6,W,98,99,18,,33.42,uvi,-0.75,0.015,4.16,0.038,M19,Chiza Mwinde,
361,U1474,A,4,H,6,W,110,111,,,33.5376,cib,,,,,,Cody/Chiza,
361,U1474,A,4,H,6,W,110,111,18,,33.54,cib,-0.07,0.019,3.65,0.027,,Bryan Fefe,
361,U1474,A,4,H,6,W,110,111,18,,33.54,uvi,,,,,,Bryan Fefe,
361,U1474,A,4,H,6,W,110,111,18,,33.54,cib,0.149,0.013,3.491,0.032,M20,Chiza Mwinde,
361,U1474,A,4,H,6,W,110,111,18,,33.54,uvi,-0.598,0.017,4.168,0.024,M20,Chiza Mwinde,
361,U1474,F,5,H,1,W,85,86,18,,33.66,cib,0.34,0.028,3.04,0.056,,Bryan Fefe,
361,U1474,F,5,H,1,W,85,86,18,,33.66,uvi,-0.427,0.025,3.882,0.02,,Bryan Fefe,
361,U1474,F,5,H,1,W,85,86,18,,33.66,cib,0.358,0.013,3.274,0.046,M21,Chiza Mwinde,no uvigerina
361,U1474,F,5,H,1,W,85,86,18,,33.66,uvi,,,,,M21,Chiza Mwinde,no uvigerina
361,U1474,F,5,H,1,W,97,98,18,,33.78,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,1,W,97,98,18,,33.78,uvi,-0.797,0.014,4.061,0.047,,Bryan Fefe,
361,U1474,F,5,H,1,W,97,98,18,,33.78,cib,-0.111,0.011,3.285,0.018,M22,Chiza Mwinde,
361,U1474,F,5,H,1,W,97,98,18,,33.78,uvi,-0.768,0.015,3.837,0.03,M22,Chiza Mwinde,
361,U1474,F,5,H,1,W,97,98,,,33.7824,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,1,W,109,110,18,,33.9,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,1,W,109,110,18,,33.9,uvi,-0.71,0.031,3.989,0.028,,Bryan Fefe,
361,U1474,F,5,H,1,W,109,110,18,,33.9,cib,0.083,0.027,3.733,0.033,M23,Chiza Mwinde,
361,U1474,F,5,H,1,W,109,110,18,,33.9,uvi,-1.226,0.019,4.181,0.02,M23,Chiza Mwinde,
361,U1474,F,5,H,1,W,109,110,,,33.9048,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,1,W,122,123,18,,34.03,cib,0.01,0.039,3.28,0.072,,Bryan Fefe,
361,U1474,F,5,H,1,W,122,123,18,,34.03,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,1,W,122,123,18,,34.03,cib,-0.014,0.024,3.311,0.031,M24,Chiza Mwinde,
361,U1474,F,5,H,1,W,122,123,18,,34.03,uvi,-0.822,0.009,4.139,0.018,M24,Chiza Mwinde,
361,U1474,F,5,H,1,W,134,135,18,,34.15,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,1,W,134,135,18,,34.15,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,1,W,134,135,18,,34.15,cib,-0.18,0.025,3.358,0.032,M25,Chiza Mwinde,
361,U1474,F,5,H,1,W,134,135,18,,34.15,uvi,-1.084,0.017,3.97,0.018,M25,Chiza Mwinde,
361,U1474,F,5,H,1,W,146,147,18,,34.27,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,1,W,146,147,18,,34.27,uvi,-0.656,0.02,3.657,0.025,,Bryan Fefe,
361,U1474,F,5,H,1,W,146,147,18,,34.27,cib,0.224,0.012,3.416,0.032,M26,Chiza Mwinde,
361,U1474,F,5,H,1,W,146,147,18,,34.27,uvi,-0.509,0.014,3.86,0.032,M26,Chiza Mwinde,
361,U1474,F,5,H,2,W,8,9,18,,34.39,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,8,9,18,,34.39,uvi,-0.366,0.018,3.909,0.04,,Bryan Fefe,
361,U1474,F,5,H,2,W,8,9,18,,34.39,cib,0.078,0.014,3.184,0.026,M27,Chiza Mwinde,
361,U1474,F,5,H,2,W,8,9,18,,34.39,uvi,-0.603,0.016,3.833,0.031,M27,Chiza Mwinde,
361,U1474,F,5,H,2,W,8,9,,,34.3944,cib,1.168,0.034,3.302,0.127,,Cody/Chiza,
361,U1474,F,5,H,2,W,21,22,,,34.5168,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,21,22,18,,34.52,cib,-0.06,0.039,3.18,0.082,,Bryan Fefe,
361,U1474,F,5,H,2,W,21,22,18,,34.52,uvi,-0.837,0.032,4.048,0.056,,Bryan Fefe,
361,U1474,F,5,H,2,W,21,22,18,,34.52,cib,-0.056,0.018,3.18,0.023,M28,Chiza Mwinde,
361,U1474,F,5,H,2,W,21,22,18,,34.52,uvi,-0.68,0.018,3.815,0.039,M28,Chiza Mwinde,
361,U1474,F,5,H,2,W,33,34,,,34.6392,uvi,-0.21,0.018,3.997,0.046,,Cody/Chiza,
361,U1474,F,5,H,2,W,33,34,,,34.6392,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,33,34,18,,34.64,cib,0.41,0.027,3.19,0.038,,Bryan Fefe,
361,U1474,F,5,H,2,W,33,34,18,,34.64,uvi,-0.324,0.023,3.616,0.072,,Bryan Fefe,
361,U1474,F,5,H,2,W,33,34,18,,34.64,cib,0.126,0.029,3.289,0.033,M29,Chiza Mwinde,
361,U1474,F,5,H,2,W,33,34,18,,34.64,uvi,-0.488,0.016,3.813,0.046,M29,Chiza Mwinde,
361,U1474,F,5,H,2,W,45,46,18,,34.76,cib,0.45,0.011,2.84,0.063,,Bryan Fefe,
361,U1474,F,5,H,2,W,45,46,18,,34.76,uvi,-0.524,0.015,3.45,0.036,,Bryan Fefe,
361,U1474,F,5,H,2,W,45,46,18,,34.76,cib,0.068,0.027,3.573,0.016,M30,Chiza Mwinde,
361,U1474,F,5,H,2,W,45,46,18,,34.76,uvi,-0.463,0.014,3.348,0.016,M30,Chiza Mwinde,
361,U1474,F,5,H,2,W,45,46,18,,34.76,uvi,-1.1,0.016,4.509,0.053,M30,Chiza Mwinde,1st analysis light 18O
361,U1474,F,5,H,2,W,45,46,,,34.7616,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,57,58,18,,34.88,cib,-0.12,0.022,2.96,0.046,,Bryan Fefe,
361,U1474,F,5,H,2,W,57,58,18,,34.88,uvi,-0.533,0.03,3.521,0.052,,Bryan Fefe,
361,U1474,F,5,H,2,W,57,58,18,,34.88,cib,0.051,0.01,2.963,0.021,M31,Chiza Mwinde,
361,U1474,F,5,H,2,W,57,58,18,,34.88,uvi,-0.725,0.023,3.804,0.035,M31,Chiza Mwinde,
361,U1474,F,5,H,2,W,57,58,18,,34.88,cib,0.058,0.015,3.122,0.06,M31,Chiza Mwinde,1st analysis light 18O
361,U1474,F,5,H,2,W,57,58,,,34.884,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,70,71,,,35.0064,cib,,0.064,,0.118,,Cody/Chiza,
361,U1474,F,5,H,2,W,70,71,18,,35.01,cib,,0.063,,0.098,,Bryan Fefe,
361,U1474,F,5,H,2,W,70,71,18,,35.01,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,70,71,18,,35.01,cib,-0.406,0.013,4.196,0.037,M32,Chiza Mwinde,
361,U1474,F,5,H,2,W,70,71,18,,35.01,uvi,-1.117,0.011,4.512,0.019,M32,Chiza Mwinde,
361,U1474,F,5,H,2,W,82,83,,,35.1288,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,82,83,18,,35.13,cib,-0.43,0.045,4.16,0.075,,Bryan Fefe,
361,U1474,F,5,H,2,W,82,83,18,,35.13,uvi,-1.411,0.017,4.994,0.023,,Bryan Fefe,
361,U1474,F,5,H,2,W,82,83,18,,35.13,cib,-0.772,0.02,3.787,0.028,M33,Chiza Mwinde,
361,U1474,F,5,H,2,W,82,83,18,,35.13,uvi,-1.184,0.023,4.807,0.017,M33,Chiza Mwinde,
361,U1474,F,5,H,2,W,94,95,18,,35.25,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,94,95,18,,35.25,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,94,95,18,,35.25,cib,-0.443,0.013,4.329,0.027,M34,Chiza Mwinde,
361,U1474,F,5,H,2,W,94,95,18,,35.25,uvi,-1.235,0.014,4.86,0.034,M34,Chiza Mwinde,
361,U1474,F,5,H,2,W,94,95,,,35.2512,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,106,107,18,,35.37,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,106,107,18,,35.37,uvi,-1.333,0.047,4.696,0.056,,Bryan Fefe,
361,U1474,F,5,H,2,W,106,107,18,,35.37,cib,,,,,M35,Chiza Mwinde,very small cibs
361,U1474,F,5,H,2,W,106,107,18,,35.37,uvi,-1.329,0.019,4.898,0.026,M35,Chiza Mwinde,very small cibs
361,U1474,F,5,H,2,W,106,107,,,35.3736,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,2,W,119,120,18,,35.5,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,119,120,18,,35.5,uvi,-1.307,0.016,4.596,0.033,,Bryan Fefe,
361,U1474,F,5,H,2,W,119,120,18,,35.5,cib,,,,,M36,Chiza Mwinde,no cibs
361,U1474,F,5,H,2,W,119,120,18,,35.5,uvi,-1.124,0.018,4.554,0.04,M36,Chiza Mwinde,no cibs
361,U1474,F,5,H,2,W,131,132,18,,35.62,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,131,132,18,,35.62,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,131,132,18,,35.62,cib,,,,,M37,Chiza Mwinde,"no forams, full of sponge spicules"
361,U1474,F,5,H,2,W,131,132,18,,35.62,uvi,,,,,M37,Chiza Mwinde,"no forams, full of sponge spicules"
361,U1474,F,5,H,2,W,143,144,18,,35.74,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,143,144,18,,35.74,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,2,W,143,144,18,,35.74,cib,-0.815,0.015,4.163,0.018,M38,Chiza Mwinde,
361,U1474,F,5,H,2,W,143,144,18,,35.74,uvi,-1.387,0.022,4.538,0.051,M38,Chiza Mwinde,
361,U1474,F,5,H,3,W,5,6,18,,35.86,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,3,W,5,6,18,,35.86,uvi,-1.115,0.015,4.695,0.057,,Bryan Fefe,
361,U1474,F,5,H,3,W,5,6,18,,35.86,cib,-0.684,0.024,4.064,0.046,M39,Chiza Mwinde,
361,U1474,F,5,H,3,W,5,6,18,,35.86,uvi,,,,,M39,Chiza Mwinde,
361,U1474,F,5,H,3,W,18,19,,,35.9856,cib,0.01,0.042,4.031,0.094,,Cody/Chiza,
361,U1474,F,5,H,3,W,18,19,18,,35.99,cib,-0.41,0.019,4.09,0.045,,Bryan Fefe,
361,U1474,F,5,H,3,W,18,19,18,,35.99,uvi,,,,,,Bryan Fefe,
361,U1474,F,5,H,3,W,18,19,18,,35.99,cib,-1.276,0.014,4.118,0.05,M40,Chiza Mwinde,
361,U1474,F,5,H,3,W,18,19,18,,35.99,uvi,-1.295,0.014,4.794,0.047,M40,Chiza Mwinde,
361,U1474,F,5,H,3,W,30,31,18,,36.11,cib,-0.72,0.032,3.94,0.06,,Bryan Fefe,
361,U1474,F,5,H,3,W,30,31,18,,36.11,uvi,-1.243,0.05,4.53,0.075,,Bryan Fefe,
361,U1474,F,5,H,3,W,30,31,18,,36.11,cib,-0.68,0.023,4.23,0.018,M41,Chiza Mwinde,
361,U1474,F,5,H,3,W,30,31,18,,36.11,uvi,-0.923,0.019,4.551,0.028,M41,Chiza Mwinde,
361,U1474,F,5,H,3,W,42,43,18,,36.23,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,3,W,42,43,18,,36.23,uvi,-0.78,0.022,4.343,0.041,,Bryan Fefe,
361,U1474,F,5,H,3,W,42,43,18,,36.23,cib,0.035,0.012,3.832,0.024,M42,Chiza Mwinde,
361,U1474,F,5,H,3,W,42,43,18,,36.23,uvi,-1.004,0.01,4.359,0.034,M42,Chiza Mwinde,
361,U1474,F,5,H,3,W,54,55,18,,36.35,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,3,W,54,55,18,,36.35,uvi,-0.939,0.031,4.22,0.035,,Bryan Fefe,
361,U1474,F,5,H,3,W,54,55,18,,36.35,cib,-0.138,0.027,3.549,0.047,M43,Chiza Mwinde,No cibs
361,U1474,F,5,H,3,W,54,55,18,,36.35,uvi,-1.146,0.009,4.26,0.03,M43,Chiza Mwinde,No cibs
361,U1474,F,5,H,3,W,67,68,,,36.4752,uvi,-0.956,0.052,4.257,0.092,,Cody/Chiza,
361,U1474,F,5,H,3,W,67,68,,,36.4752,cib,,,,,,Cody/Chiza,
361,U1474,F,5,H,3,W,67,68,18,,36.48,cib,0.1,0.016,3.28,0.078,,Bryan Fefe,
361,U1474,F,5,H,3,W,67,68,18,,36.48,uvi,-0.784,0.018,4.292,0.034,,Bryan Fefe,
361,U1474,F,5,H,3,W,67,68,18,,36.48,cib,,,,,M44,Chiza Mwinde,
361,U1474,F,5,H,3,W,67,68,18,,36.48,uvi,-0.939,0.024,4.175,0.059,M44,Chiza Mwinde,
361,U1474,F,5,H,3,W,79,80,,,36.5976,uvi,-1.59,0.032,4.846,0.08,,Cody/Chiza,
361,U1474,F,5,H,3,W,79,80,,,36.5976,cib,0.509,0.053,3.441,0.074,,Cody/Chiza,
361,U1474,F,5,H,3,W,79,80,18,,36.6,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,3,W,79,80,18,,36.6,uvi,-1.191,0.028,4.219,0.085,,Bryan Fefe,
361,U1474,F,5,H,3,W,79,80,18,,36.6,cib,,,,,M45,Chiza Mwinde,Cibs too small
361,U1474,F,5,H,3,W,79,80,18,,36.6,uvi,-1.075,0.02,4.389,0.016,M45,Chiza Mwinde,Cibs too small
361,U1474,F,5,H,3,W,91,92,18,,36.72,cib,-1.36,0.023,4.16,0.043,,Bryan Fefe,
361,U1474,F,5,H,3,W,91,92,18,,36.72,uvi,-1.628,0.034,4.618,0.075,,Bryan Fefe,
361,U1474,F,5,H,3,W,91,92,18,,36.72,cib,-0.695,0.016,4.064,0.037,M46,Chiza Mwinde,No Uvigerina
361,U1474,F,5,H,3,W,91,92,18,,36.72,uvi,,,,,M46,Chiza Mwinde,No Uvigerina
361,U1474,F,5,H,3,W,103,104,18,,36.84,cib,-0.5,0.037,4.14,0.041,,Bryan Fefe,
361,U1474,F,5,H,3,W,103,104,18,,36.84,uvi,-1.472,0.018,4.853,0.027,,Bryan Fefe,
361,U1474,F,5,H,3,W,103,104,18,,36.84,cib,-0.751,0.033,4.148,0.041,M47,Chiza Mwinde,
361,U1474,F,5,H,3,W,103,104,18,,36.84,uvi,-1.442,0.025,4.802,0.101,M47,Chiza Mwinde,
361,U1474,F,5,H,3,W,115,116,18,,36.96,cib,,,,,,Bryan Fefe,
361,U1474,F,5,H,3,W,115,116,18,,36.96,uvi,-1.642,0.025,4.656,0.097,,Bryan Fefe,
361,U1474,F,5,H,3,W,115,116,18,,36.96,cib,,,,,M48,Chiza Mwinde,
361,U1474,F,5,H,3,W,115,116,18,,36.96,uvi,,,,,M48,Chiza Mwinde,
361,U1474,F,5,H,3,W,128,129,18,,37.09,cib,-0.69,0.037,3.93,0.051,,Bryan Fefe,
361,U1474,F,5,H,3,W,128,129,18,,37.09,uvi,-1.648,0.047,4.635,0.079,,Bryan Fefe,
361,U1474,F,5,H,3,W,128,129,18,,37.09,cib,,,,,M49,Chiza Mwinde,
361,U1474,F,5,H,3,W,128,129,18,,37.09,uvi,,,,,M49,Chiza Mwinde,
