Leg,Site,Hole,Ageprofile Fossil Group,Ageprofile Depth Top,Ageprofile Depth Base,Ageprofile Age Young,Ageprofile Age Old,Ageprofile Datum ID,Ageprofile Datum Description                                                    ,Ageprofile Datum Type,Genus Subgenus                                                                  ,Species Subspecies                                                              ,Depth Map Type,MCD Flag,Compression Flag
172,1063.0,   A,4.0,329.3,327.82,2.41,2.41,2865.0,Globoconella puncticulata                                                       ,LO                   ,Globoconella                                                                    ,puncticulata                                                                    ,              ,        ,         
172,1063.0,   A,1.0,349.2,341.5,2.83,2.83,3300.0,Discoaster tamalis                                                              ,LO                   ,Discoaster                                                                      ,tamalis                                                                         ,              ,        ,         
172,1063.0,   A,4.0,382.1,380.65,3.12,3.12,3125.0,Dentoglobigerina altispira                                                      ,LO                   ,Dentoglobigerina                                                                ,altispira                                                                       ,              ,        ,         
172,1063.0,   A,4.0,393.25,394.7,2.09,2.09,2835.0,Globoconella inflata                                                            ,FO                   ,Globoconella                                                                    ,inflata                                                                         ,              ,        ,         
172,1063.0,   A,4.0,396.25,398.79,4.8,4.8,2960.0,Globoconella puncticulata                                                       ,FO                   ,Globoconella                                                                    ,puncticulata                                                                    ,              ,        ,         
172,1063.0,   A,1.0,398.78,396.25,3.66,3.66,6140.0,Sphenolithus spp.                                                               ,LO                   ,Sphenolithus                                                                    ,spp.                                                                            ,              ,        ,         
172,1063.0,   A,1.0,398.88,408.53,2.15,2.15,3280.0,Discoaster triradiatus                                                          ,FCO                  ,Discoaster                                                                      ,triradiatus                                                                     ,              ,        ,         
172,1063.0,   A,4.0,408.68,418.3,5.6,5.6,2980.0,Sphaeroidinella dehiscens                                                       ,FO                   ,Sphaeroidinella                                                                 ,dehiscens                                                                       ,              ,        ,         
172,1063.0,   A,4.0,418.44,418.39,8.1,8.1,3210.0,Globigerinoides extremus                                                        ,FO                   ,Globigerinoides                                                                 ,extremus                                                                        ,              ,        ,         
172,1064.0,   A,1.0,18.96,17.72,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
172,1064.0,   A,4.0,28.66,28.5,2.09,2.09,2835.0,Globoconella inflata                                                            ,FO                   ,Globoconella                                                                    ,inflata                                                                         ,              ,        ,         
172,1064.0,   A,1.0,28.66,28.5,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
173,1065.0,   A,4.0,253.31,252.65,14.6,14.6,941.0,Globorotalia peripheroronda                                                     ,LO                   ,Globorotalia                                                                    ,peripheroronda                                                                  ,              ,        ,         
173,1065.0,   A,4.0,253.31,252.65,5.8,5.8,741.0,Globoquadrina dehiscens                                                         ,LO                   ,Globoquadrina                                                                   ,dehiscens                                                                       ,              ,        ,         
173,1065.0,   A,4.0,253.31,252.65,17.3,17.3,1016.0,Catapsydrax dissimilis                                                          ,LO                   ,Catapsydrax                                                                     ,dissimilis                                                                      ,              ,        ,         
173,1065.0,   A,4.0,253.35,253.76,14.8,14.8,941.0,Globorotalia peripheroronda                                                     ,FO                   ,Globorotalia                                                                    ,peripheroronda                                                                  ,              ,        ,         
173,1065.0,   A,4.0,253.35,253.76,20.5,20.5,1031.0,Globigerinoides altiapertura                                                    ,FO                   ,Globigerinoides                                                                 ,altiapertura                                                                    ,              ,        ,         
173,1065.0,   A,4.0,286.72,291.33,23.2,23.2,1071.0,Globoquadrina dehiscens                                                         ,FO                   ,Globoquadrina                                                                   ,dehiscens                                                                       ,              ,        ,         
173,1065.0,   A,4.0,291.33,286.73,21.5,21.5,4040.0,Paragloborotalia kugleri                                                        ,LO                   ,Paragloborotalia                                                                ,kugleri                                                                         ,              ,        ,         
173,1065.0,   A,4.0,291.35,301.41,26.7,26.7,1106.0,Globigerinoides primordius                                                      ,FO                   ,Globigerinoides                                                                 ,primordius                                                                      ,              ,        ,         
173,1065.0,   A,4.0,291.35,301.41,23.8,23.8,1086.0,Paragloborotalia kugleri                                                        ,FO                   ,Paragloborotalia                                                                ,kugleri                                                                         ,              ,        ,         
173,1067.0,   A,1.0,648.34,0.0,44.5,44.5,1810.0,Chiasmolithus gigas                                                             ,LO                   ,Chiasmolithus                                                                   ,gigas                                                                           ,              ,        ,         
173,1067.0,   A,4.0,648.88,648.36,17.3,17.3,1016.0,Catapsydrax dissimilis                                                          ,LO                   ,Catapsydrax                                                                     ,dissimilis                                                                      ,              ,        ,         
173,1067.0,   A,4.0,653.53,650.72,40.5,40.5,1256.0,Acarinina bullbrooki                                                            ,LO                   ,Acarinina                                                                       ,bullbrooki                                                                      ,              ,        ,         
173,1067.0,   A,4.0,661.39,653.54,39.0,39.0,1236.0,Acarinina primitiva                                                             ,LO                   ,Acarinina                                                                       ,primitiva                                                                       ,              ,        ,         
173,1067.0,   A,4.0,672.59,681.38,46.0,46.0,1281.0,Turborotalia possagnoensis                                                      ,FO                   ,Turborotalia                                                                    ,possagnoensis                                                                   ,              ,        ,         
173,1067.0,   A,1.0,672.59,681.38,43.7,43.7,1815.0,Reticulofenestra umbilicus                                                      ,FO                   ,Reticulofenestra                                                                ,umbilica                                                                        ,              ,        ,         
173,1067.0,   A,1.0,690.54,696.15,46.1,46.1,1805.0,Chiasmolithus gigas                                                             ,FO                   ,Chiasmolithus                                                                   ,gigas                                                                           ,              ,        ,         
173,1067.0,   A,1.0,696.16,697.31,47.3,47.3,151.0,Nannotetrina fulgens                                                            ,FO                   ,Nannotetrina                                                                    ,fulgens                                                                         ,              ,        ,         
173,1067.0,   A,1.0,697.33,699.27,48.5,48.5,1800.0,Rhabdosphaera inflata                                                           ,FO                   ,Rhabdosphaera                                                                   ,inflata                                                                         ,              ,        ,         
173,1067.0,   A,4.0,699.26,697.33,43.6,43.6,1276.0,Morozovella aragonensis                                                         ,LO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
173,1067.0,   A,1.0,720.75,727.89,49.7,49.7,106.0,Discoaster sublodoensis                                                         ,FO                   ,Discoaster                                                                      ,sublodoensis                                                                    ,              ,        ,         
173,1067.0,   A,4.0,720.75,727.89,50.8,50.8,1296.0,Acarinina pentacamerata                                                         ,FO                   ,Acarinina                                                                       ,pentacamerata                                                                   ,              ,        ,         
173,1067.0,   A,4.0,739.59,743.0,52.3,52.3,1301.0,Morozovella aragonensis                                                         ,FO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
173,1067.0,   A,1.0,743.0,739.6,50.6,50.6,211.0,Tribrachiatus orthostylus                                                       ,LO                   ,Tribrachiatus                                                                   ,orthostylus                                                                     ,              ,        ,         
173,1067.0,   A,1.0,743.01,744.32,52.85,52.85,71.0,Discoaster lodoensis                                                            ,FO                   ,Discoaster                                                                      ,lodoensis                                                                       ,              ,        ,         
173,1067.0,   A,1.0,746.34,746.09,53.61,53.61,206.0,Tribrachiatus contortus                                                         ,LO                   ,Tribrachiatus                                                                   ,contortus                                                                       ,              ,        ,         
173,1067.0,   A,4.0,746.36,754.27,56.5,56.5,1396.0,Acarinina soldadoensis                                                          ,FO                   ,Acarinina                                                                       ,soldadoensis                                                                    ,              ,        ,         
173,1067.0,   A,1.0,754.85,756.21,57.5,57.5,76.0,Discoaster mohleri                                                              ,FO                   ,Discoaster                                                                      ,mohleri                                                                         ,              ,        ,         
173,1067.0,   A,1.0,754.85,756.21,56.2,56.2,81.0,Discoaster multiradiatus                                                        ,FO                   ,Discoaster                                                                      ,multiradiatus                                                                   ,              ,        ,         
173,1067.0,   A,1.0,754.85,756.21,59.7,59.7,126.0,Fasciculithus tympaniformis                                                     ,FO                   ,Fasciculithus                                                                   ,tympaniformis                                                                   ,              ,        ,         
173,1068.0,   A,4.0,727.85,727.25,43.6,43.6,1276.0,Morozovella aragonensis                                                         ,LO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
173,1068.0,   A,4.0,727.87,740.26,52.3,52.3,1301.0,Morozovella aragonensis                                                         ,FO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
173,1068.0,   A,4.0,727.87,740.26,56.5,56.5,1396.0,Acarinina soldadoensis                                                          ,FO                   ,Acarinina                                                                       ,soldadoensis                                                                    ,              ,        ,         
173,1068.0,   A,4.0,802.52,802.28,53.6,53.6,1321.0,Morozovella aequa                                                               ,LO                   ,Morozovella                                                                     ,aequa                                                                           ,              ,        ,         
173,1068.0,   A,4.0,802.54,808.0,56.5,56.5,1406.0,Morozovella aequa                                                               ,FO                   ,Morozovella                                                                     ,aequa                                                                           ,              ,        ,         
173,1069.0,   A,4.0,723.62,0.0,43.6,43.6,1276.0,Morozovella aragonensis                                                         ,LO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
173,1069.0,   A,4.0,741.63,740.8,40.5,40.5,1256.0,Acarinina bullbrooki                                                            ,LO                   ,Acarinina                                                                       ,bullbrooki                                                                      ,              ,        ,         
173,1069.0,   A,4.0,751.27,759.56,52.3,52.3,1301.0,Morozovella aragonensis                                                         ,FO                   ,Morozovella                                                                     ,aragonensis                                                                     ,              ,        ,         
173,1069.0,   A,4.0,751.27,759.56,56.5,56.5,1396.0,Acarinina soldadoensis                                                          ,FO                   ,Acarinina                                                                       ,soldadoensis                                                                    ,              ,        ,         
173,1069.0,   A,4.0,759.55,751.27,53.6,53.6,1321.0,Morozovella aequa                                                               ,LO                   ,Morozovella                                                                     ,aequa                                                                           ,              ,        ,         
173,1069.0,   A,4.0,784.6,786.5,56.5,56.5,1406.0,Morozovella aequa                                                               ,FO                   ,Morozovella                                                                     ,aequa                                                                           ,              ,        ,         
173,1069.0,   A,4.0,801.91,812.63,60.9,60.9,1466.0,Morozovella conicotruncata                                                      ,FO                   ,Morozovella                                                                     ,conicotruncata                                                                  ,              ,        ,         
175,1075.0,   A,1.0,1.47,1.33,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1075.0,   A,1.0,1.47,1.33,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1075.0,   A,1.0,1.47,1.33,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1075.0,   A,2.0,11.23,9.02,1.07,1.07,4000.0,Lamprocyrtis neoheteroporos                                                     ,LO                   ,Lamprocyrtis                                                                    ,neoheteroporos                                                                  ,              ,        ,         
175,1075.0,   A,2.0,11.23,9.02,1.95,1.95,4005.0,Eucyrtidium calvertense                                                         ,LCO                  ,Eucyrtidium                                                                     ,calvertense                                                                     ,              ,        ,         
175,1075.0,   A,1.0,11.27,13.91,0.09,0.09,3235.0,Emiliania huxleyi acme                                                          ,FO                   ,Emiliania                                                                       ,huxleyi acme                                                                    ,              ,        ,         
175,1075.0,   A,4.0,39.95,37.51,0.65,0.65,2475.0,Globorotalia tosaensis                                                          ,LO                   ,Globorotalia                                                                    ,tosaensis                                                                       ,              ,        ,         
175,1075.0,   A,2.0,49.45,47.01,0.43,0.43,3995.0,Axoprunum angelinum                                                             ,LO                   ,Axoprunum                                                                       ,angelinum                                                                       ,              ,        ,         
175,1075.0,   A,1.0,59.05,56.58,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1075.0,   A,4.0,144.54,148.71,5.6,5.6,706.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
175,1075.0,   A,4.0,144.54,148.71,1.77,1.77,3950.0,Globorotalia truncatulinoides                                                   ,FO                   ,Globorotalia                                                                    ,truncatulinoides                                                                ,              ,        ,         
175,1075.0,   A,1.0,154.25,156.8,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1075.0,   A,1.0,154.25,156.8,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1075.0,   B,1.0,119.74,0.0,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1075.0,   B,1.0,119.74,0.0,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1075.0,   B,1.0,119.74,0.0,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1075.0,   B,1.0,119.74,0.0,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1075.0,   B,1.0,204.91,204.49,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1075.0,   B,1.0,204.91,204.49,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1075.0,   C,1.0,208.09,198.87,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1075.0,   C,1.0,208.09,198.87,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1075.0,   C,1.0,208.09,198.87,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1075.0,   C,1.0,208.09,198.87,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1075.0,   C,1.0,208.09,198.87,1.95,1.95,46.0,Discoaster brouweri                                                             ,LO                   ,Discoaster                                                                      ,brouweri                                                                        ,              ,        ,         
175,1075.0,   C,1.0,208.14,207.2,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1075.0,   C,1.0,208.14,207.2,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1076.0,   A,1.0,3.02,0.0,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1076.0,   A,1.0,3.02,0.0,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1076.0,   A,1.0,3.02,0.0,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1076.0,   A,1.0,3.02,0.0,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1076.0,   A,4.0,4.75,3.02,0.65,0.65,2475.0,Globorotalia tosaensis                                                          ,LO                   ,Globorotalia                                                                    ,tosaensis                                                                       ,              ,        ,         
175,1076.0,   A,2.0,33.67,34.71,0.42,0.59,236.0,Collosphaera tuberosa                                                           ,FO                   ,Collosphaera                                                                    ,tuberosa                                                                        ,              ,        ,         
175,1076.0,   A,2.0,81.51,78.63,0.43,0.43,3995.0,Axoprunum angelinum                                                             ,LO                   ,Axoprunum                                                                       ,angelinum                                                                       ,              ,        ,         
175,1076.0,   A,4.0,196.0,199.21,5.6,5.6,706.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
175,1076.0,   A,4.0,196.0,199.21,1.77,1.77,3950.0,Globorotalia truncatulinoides                                                   ,FO                   ,Globorotalia                                                                    ,truncatulinoides                                                                ,              ,        ,         
175,1076.0,   A,1.0,199.2,202.2,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1076.0,   A,1.0,199.2,202.2,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1077.0,   A,1.0,2.3,0.0,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1077.0,   A,1.0,2.3,0.0,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1077.0,   A,1.0,2.3,0.0,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1077.0,   A,1.0,2.3,0.0,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1077.0,   A,2.0,10.78,9.54,1.95,1.95,4005.0,Eucyrtidium calvertense                                                         ,LCO                  ,Eucyrtidium                                                                     ,calvertense                                                                     ,              ,        ,         
175,1077.0,   A,4.0,24.09,22.71,0.65,0.65,2475.0,Globorotalia tosaensis                                                          ,LO                   ,Globorotalia                                                                    ,tosaensis                                                                       ,              ,        ,         
175,1077.0,   A,2.0,33.9,43.4,0.42,0.59,236.0,Collosphaera tuberosa                                                           ,FO                   ,Collosphaera                                                                    ,tuberosa                                                                        ,              ,        ,         
175,1077.0,   A,2.0,72.24,69.31,0.43,0.43,3995.0,Axoprunum angelinum                                                             ,LO                   ,Axoprunum                                                                       ,angelinum                                                                       ,              ,        ,         
175,1077.0,   A,2.0,148.28,145.6,0.99,0.94,256.0,Anthocyrtidium angulare                                                         ,LO                   ,Anthocyrtidium                                                                  ,angulare                                                                        ,              ,        ,         
175,1077.0,   A,2.0,176.39,166.78,1.07,1.07,4000.0,Lamprocyrtis neoheteroporos                                                     ,LO                   ,Lamprocyrtis                                                                    ,neoheteroporos                                                                  ,              ,        ,         
175,1077.0,   A,4.0,185.98,195.49,5.6,5.6,706.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
175,1077.0,   A,4.0,185.98,195.49,1.77,1.77,3950.0,Globorotalia truncatulinoides                                                   ,FO                   ,Globorotalia                                                                    ,truncatulinoides                                                                ,              ,        ,         
175,1077.0,   A,1.0,195.54,205.01,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1077.0,   A,1.0,195.54,205.01,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1078.0,   A,1.0,2.25,0.77,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1078.0,   A,1.0,2.25,0.77,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1078.0,   A,1.0,2.25,0.77,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1078.0,   A,1.0,2.25,0.77,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1078.0,   A,4.0,16.35,25.83,1.77,1.77,3950.0,Globorotalia truncatulinoides                                                   ,FO                   ,Globorotalia                                                                    ,truncatulinoides                                                                ,              ,        ,         
175,1078.0,   A,4.0,16.35,25.83,5.6,5.6,706.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
175,1078.0,   A,1.0,71.01,77.1,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1078.0,   A,1.0,71.01,77.1,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1078.0,   B,1.0,6.61,0.0,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1078.0,   B,1.0,6.61,0.0,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1078.0,   B,1.0,6.61,0.0,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1078.0,   B,1.0,6.61,0.0,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1078.0,   B,1.0,127.9,130.11,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1078.0,   B,4.0,127.9,130.11,1.77,1.77,3950.0,Globorotalia truncatulinoides                                                   ,FO                   ,Globorotalia                                                                    ,truncatulinoides                                                                ,              ,        ,         
175,1078.0,   B,1.0,127.9,130.11,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1078.0,   B,4.0,127.9,130.11,5.6,5.6,706.0,Globorotalia tumida                                                             ,FO                   ,Globorotalia                                                                    ,tumida                                                                          ,              ,        ,         
175,1078.0,   C,1.0,6.66,0.0,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1078.0,   C,1.0,6.66,0.0,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
175,1078.0,   C,1.0,6.66,0.0,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1078.0,   C,1.0,6.66,0.0,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1078.0,   C,1.0,160.99,165.2,0.26,0.26,3225.0,Emiliania huxleyi                                                               ,FO                   ,Emiliania                                                                       ,huxleyi                                                                         ,              ,        ,         
175,1078.0,   C,1.0,160.99,165.2,1.06,1.06,3990.0,Reticulofenestra asanoi                                                         ,FO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1079.0,   A,1.0,5.29,0.0,0.46,0.46,3230.0,Pseudoemiliania lacunosa                                                        ,LO                   ,Pseudoemiliania                                                                 ,lacunosa                                                                        ,              ,        ,         
175,1079.0,   A,1.0,5.29,0.0,0.83,0.83,3890.0,Reticulofenestra asanoi                                                         ,LO                   ,Reticulofenestra                                                                ,asanoi                                                                          ,              ,        ,         
175,1079.0,   A,1.0,5.29,0.0,1.67,1.67,3265.0,Calcidiscus macintyrei                                                          ,LO                   ,Calcidiscus                                                                     ,macintyrei                                                                      ,              ,        ,         
175,1079.0,   A,1.0,5.29,0.0,1.25,1.25,3260.0,Helicosphaera sellii                                                            ,LO                   ,Helicosphaera                                                                   ,sellii                                                                          ,              ,        ,         
